,producto,link,nombre_prod,Q,precio,anadir,precio_medida,medida,medida_rel,q_medida,medida_
112,"Salsa ligera Hacendado
Tarro 225 ml
0.70 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/116,Salsa ligera Hacendado,Tarro 225 ml,0.70 € /ud.,Anadir al carro,0.70,ud.,225 ml,225,ml
113,"Salsa ligera Hacendado
Bote 460 ml
1.10 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/116,Salsa ligera Hacendado,Bote 460 ml,1.10 € /ud.,Anadir al carro,1.10,ud.,460 ml,460,ml
114,"Ketchup Hacendado
Bote 600 g
0.80 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/116,Ketchup Hacendado,Bote 600 g,0.80 € /ud.,Anadir al carro,0.80,ud.,600 g,600,g
115,"Ketchup en sobres individuales Hacendado
12 sobres x 20 g
0.90 € /pack
Anadir al carro",https://tienda.mercadona.es/categories/116,Ketchup en sobres individuales Hacendado,12 sobres x 20 g,0.90 € /pack,Anadir al carro,0.90,pack,12 sobres,12,sobres
116,"Ketchup Heinz
Bote 570 g
2.35 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/116,Ketchup Heinz,Bote 570 g,2.35 € /ud.,Anadir al carro,2.35,ud.,570 g,570,g
117,"Ketchup tomato Develey
Bote 450 g
1.35 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/116,Ketchup tomato Develey,Bote 450 g,1.35 € /ud.,Anadir al carro,1.35,ud.,450 g,450,g
118,"Ketchup light Hacendado
Bote 600 g
1.00 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/116,Ketchup light Hacendado,Bote 600 g,1.00 € /ud.,Anadir al carro,1.00,ud.,600 g,600,g
119,"Mostaza dulce Hacendado
Bote 330 g
0.80 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/116,Mostaza dulce Hacendado,Bote 330 g,0.80 € /ud.,Anadir al carro,0.80,ud.,330 g,330,g
120,"Mostaza Hacendado
Bote 330 g
0.68 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/116,Mostaza Hacendado,Bote 330 g,0.68 € /ud.,Anadir al carro,0.68,ud.,330 g,330,g
121,"Mostaza a la antigua Hacendado
Tarro 200 g
0.90 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/116,Mostaza a la antigua Hacendado,Tarro 200 g,0.90 € /ud.,Anadir al carro,0.90,ud.,200 g,200,g
122,"Mostaza de Dijon Hacendado
Tarro 200 g
0.90 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/116,Mostaza de Dijon Hacendado,Tarro 200 g,0.90 € /ud.,Anadir al carro,0.90,ud.,200 g,200,g
123,"Allioli Chovi
Tarrina 180 ml
1.09 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/116,Allioli Chovi,Tarrina 180 ml,1.09 € /ud.,Anadir al carro,1.09,ud.,180 ml,180,ml
124,"Allioli Chovi
Sobre 63 ml
0.44 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/116,Allioli Chovi,Sobre 63 ml,0.44 € /ud.,Anadir al carro,0.44,ud.,63 ml,63,ml
125,"Allioli Hacendado
Tarrina 200 ml
0.70 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/116,Allioli Hacendado,Tarrina 200 ml,0.70 € /ud.,Anadir al carro,0.70,ud.,200 ml,200,ml
126,"Allioli en sobres individuales Hacendado
8 sobres x 20 ml
1.20 € /pack
Anadir al carro",https://tienda.mercadona.es/categories/116,Allioli en sobres individuales Hacendado,8 sobres x 20 ml,1.20 € /pack,Anadir al carro,1.20,pack,8 sobres,8,sobres
127,"Tomate frito Hacendado
3 bricks x 400 g
0.90 € /pack
Anadir al carro",https://tienda.mercadona.es/categories/117,Tomate frito Hacendado,3 bricks x 400 g,0.90 € /pack,Anadir al carro,0.90,pack,3 bricks,3,bricks
128,"Tomate frito Hacendado
3 mini bricks x 210 g
0.80 € /pack
Anadir al carro",https://tienda.mercadona.es/categories/117,Tomate frito Hacendado,3 mini bricks x 210 g,0.80 € /pack,Anadir al carro,0.80,pack,3 mini,3,mini
129,"Tomate frito Hacendado
Tarro 560 g
0.68 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/117,Tomate frito Hacendado,Tarro 560 g,0.68 € /ud.,Anadir al carro,0.68,ud.,560 g,560,g
130,"Tomate frito receta artesana Hacendado
Tarro 560 g
1.70 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/117,Tomate frito receta artesana Hacendado,Tarro 560 g,1.70 € /ud.,Anadir al carro,1.70,ud.,560 g,560,g
131,"Tomate frito receta artesana Hacendado
Tarro 300 g
1.28 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/117,Tomate frito receta artesana Hacendado,Tarro 300 g,1.28 € /ud.,Anadir al carro,1.28,ud.,300 g,300,g
132,"Tomate frito Hida
Bote 400 g
1.18 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/117,Tomate frito Hida,Bote 400 g,1.18 € /ud.,Anadir al carro,1.18,ud.,400 g,400,g
133,"Tomate frito estilo casero Hacendado
Brick 380 g
0.93 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/117,Tomate frito estilo casero Hacendado,Brick 380 g,0.93 € /ud.,Anadir al carro,0.93,ud.,380 g,380,g
134,"Tomate frito Hacendado con aceite de oliva
3 mini bricks x 210 g
0.85 € /pack
Anadir al carro",https://tienda.mercadona.es/categories/117,Tomate frito Hacendado con aceite de oliva,3 mini bricks x 210 g,0.85 € /pack,Anadir al carro,0.85,pack,3 mini,3,mini
135,"Tomate frito sin azucares anadidos Hacendado
Tarro 560 g
0.94 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/117,Tomate frito sin azucares anadidos Hacendado,Tarro 560 g,0.94 € /ud.,Anadir al carro,0.94,ud.,560 g,560,g
136,"Tomate frito con cebolla Hacendado
Brick 380 g
1.05 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/117,Tomate frito con cebolla Hacendado,Brick 380 g,1.05 € /ud.,Anadir al carro,1.05,ud.,380 g,380,g
137,"Salsa barbacoa Hacendado
Bote 350 g
1.00 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/117,Salsa barbacoa Hacendado,Bote 350 g,1.00 € /ud.,Anadir al carro,1.00,ud.,350 g,350,g
138,"Salsa pimienta verde Hacendado
Sobre 50 g
0.75 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/117,Salsa pimienta verde Hacendado,Sobre 50 g,0.75 € /ud.,Anadir al carro,0.75,ud.,50 g,50,g
139,"Salsa burger Hacendado
Bote 250 ml
1.25 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/117,Salsa burger Hacendado,Bote 250 ml,1.25 € /ud.,Anadir al carro,1.25,ud.,250 ml,250,ml
140,"Salsa barbacoa dulce y picante Hacendado
Botella 250 ml
1.25 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/117,Salsa barbacoa dulce y picante Hacendado,Botella 250 ml,1.25 € /ud.,Anadir al carro,1.25,ud.,250 ml,250,ml
141,"Salsa estilo argentino Hacendado
Tarro 285 g
1.20 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/117,Salsa estilo argentino Hacendado,Tarro 285 g,1.20 € /ud.,Anadir al carro,1.20,ud.,285 g,285,g
142,"Salsa chimichurri Hacendado
Botella 250 ml
1.25 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/117,Salsa chimichurri Hacendado,Botella 250 ml,1.25 € /ud.,Anadir al carro,1.25,ud.,250 ml,250,ml
143,"Salsa Piri Piri Hacendado
Botella 195 ml
1.00 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/117,Salsa Piri Piri Hacendado,Botella 195 ml,1.00 € /ud.,Anadir al carro,1.00,ud.,195 ml,195,ml
144,"Salsa fresca Roquefort Hacendado
Paquete 130 g
1.30 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/117,Salsa fresca Roquefort Hacendado,Paquete 130 g,1.30 € /ud.,Anadir al carro,1.30,ud.,130 g,130,g
145,"Salsa pesto alla genovese Hacendado
Tarro 200 g
1.50 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/117,Salsa pesto alla genovese Hacendado,Tarro 200 g,1.50 € /ud.,Anadir al carro,1.50,ud.,200 g,200,g
146,"Salsa bolonesa Hacendado
Tarro 300 g
0.95 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/117,Salsa bolonesa Hacendado,Tarro 300 g,0.95 € /ud.,Anadir al carro,0.95,ud.,300 g,300,g
147,"Salsa de tomate. albahaca y oregano Hacendado
Tarro 300 g
0.95 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/117,Salsa de tomate. albahaca y oregano Hacendado,Tarro 300 g,0.95 € /ud.,Anadir al carro,0.95,ud.,300 g,300,g
148,"Salsa fresca Trufa Hacendado
Paquete 140 g
1.30 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/117,Salsa fresca Trufa Hacendado,Paquete 140 g,1.30 € /ud.,Anadir al carro,1.30,ud.,140 g,140,g
149,"Salsa fresca Queso Hacendado
Paquete 180 g
1.20 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/117,Salsa fresca Queso Hacendado,Paquete 180 g,1.20 € /ud.,Anadir al carro,1.20,ud.,180 g,180,g
150,"Salsa fresca Pesto Hacendado
Paquete 150 g
1.20 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/117,Salsa fresca Pesto Hacendado,Paquete 150 g,1.20 € /ud.,Anadir al carro,1.20,ud.,150 g,150,g
151,"Salsa fresca Setas Hacendado
Paquete 200 g
1.20 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/117,Salsa fresca Setas Hacendado,Paquete 200 g,1.20 € /ud.,Anadir al carro,1.20,ud.,200 g,200,g
152,"Salsa fresca Carbonara Hacendado
Paquete 200 g
1.20 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/117,Salsa fresca Carbonara Hacendado,Paquete 200 g,1.20 € /ud.,Anadir al carro,1.20,ud.,200 g,200,g
153,"Salsa napolitana Hacendado
Tarro 300 g
0.95 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/117,Salsa napolitana Hacendado,Tarro 300 g,0.95 € /ud.,Anadir al carro,0.95,ud.,300 g,300,g
154,"Salsa pesto rosso Hacendado
Tarro 200 g
1.25 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/117,Salsa pesto rosso Hacendado,Tarro 200 g,1.25 € /ud.,Anadir al carro,1.25,ud.,200 g,200,g
155,"Salsa de soja Hacendado
Botella 250 ml
1.35 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/117,Salsa de soja Hacendado,Botella 250 ml,1.35 € /ud.,Anadir al carro,1.35,ud.,250 ml,250,ml
156,"Salsa teriyaki Hacendado
Botella 250 ml
1.50 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/117,Salsa teriyaki Hacendado,Botella 250 ml,1.50 € /ud.,Anadir al carro,1.50,ud.,250 ml,250,ml
157,"Salsa de soja dulce Hacendado
Botella 250 ml
1.35 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/117,Salsa de soja dulce Hacendado,Botella 250 ml,1.35 € /ud.,Anadir al carro,1.35,ud.,250 ml,250,ml
158,"Salsa agridulce Hacendado
Bote 350 g
1.00 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/117,Salsa agridulce Hacendado,Bote 350 g,1.00 € /ud.,Anadir al carro,1.00,ud.,350 g,350,g
159,"Salsa thai chili dulce J-Lek
Botella 235 ml
1.00 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/117,Salsa thai chili dulce J-Lek,Botella 235 ml,1.00 € /ud.,Anadir al carro,1.00,ud.,235 ml,235,ml
160,"Salsa de soja sin gluten Hacendado
Botella 250 ml
2.40 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/117,Salsa de soja sin gluten Hacendado,Botella 250 ml,2.40 € /ud.,Anadir al carro,2.40,ud.,250 ml,250,ml
161,"Salsa de ostras Hacendado
Botella 255 g
1.80 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/117,Salsa de ostras Hacendado,Botella 255 g,1.80 € /ud.,Anadir al carro,1.80,ud.,255 g,255,g
162,"Guacamole Hacendado
Tarrina 500 g
3.29 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/117,Guacamole Hacendado,Tarrina 500 g,3.29 € /ud.,Anadir al carro,3.29,ud.,500 g,500,g
163,"Guacamole Hacendado
Tarrina 200 g
1.59 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/117,Guacamole Hacendado,Tarrina 200 g,1.59 € /ud.,Anadir al carro,1.59,ud.,200 g,200,g
164,"Bechamel Hacendado
3 mini bricks x 200 ml
1.55 € /pack
Anadir al carro",https://tienda.mercadona.es/categories/117,Bechamel Hacendado,3 mini bricks x 200 ml,1.55 € /pack,Anadir al carro,1.55,pack,3 mini,3,mini
165,"Salsa mexicana Hacendado
Tarro 300 g
1.20 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/117,Salsa mexicana Hacendado,Tarro 300 g,1.20 € /ud.,Anadir al carro,1.20,ud.,300 g,300,g
166,"Salsa cesar Hacendado
Bote 310 ml
1.20 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/117,Salsa cesar Hacendado,Bote 310 ml,1.20 € /ud.,Anadir al carro,1.20,ud.,310 ml,310,ml
167,"Alino de aceite. ajo y perejil Hacendado
Tarrina 150 ml
1.20 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/117,Alino de aceite. ajo y perejil Hacendado,Tarrina 150 ml,1.20 € /ud.,Anadir al carro,1.20,ud.,150 ml,150,ml
168,"Salsa de queso Hacendado
Tarro 300 g
1.25 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/117,Salsa de queso Hacendado,Tarro 300 g,1.25 € /ud.,Anadir al carro,1.25,ud.,300 g,300,g
169,"Salsa miel y mostaza Hacendado
Bote 300 ml
1.20 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/117,Salsa miel y mostaza Hacendado,Bote 300 ml,1.20 € /ud.,Anadir al carro,1.20,ud.,300 ml,300,ml
170,"Salsa yogur Hacendado
Bote 310 ml
1.20 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/117,Salsa yogur Hacendado,Bote 310 ml,1.20 € /ud.,Anadir al carro,1.20,ud.,310 ml,310,ml
171,"Chili con carne La Fondita
Bote 418 g
2.00 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/117,Chili con carne La Fondita,Bote 418 g,2.00 € /ud.,Anadir al carro,2.00,ud.,418 g,418,g
172,"Salsa brava picante Hacendado
Bote 320 g
0.85 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/117,Salsa brava picante Hacendado,Bote 320 g,0.85 € /ud.,Anadir al carro,0.85,ud.,320 g,320,g
173,"Extracto original de buey Bovril
Tarro 125 g
2.55 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/117,Extracto original de buey Bovril,Tarro 125 g,2.55 € /ud.,Anadir al carro,2.55,ud.,125 g,125,g
174,"Salsa cocktail Hacendado
Tarro 500 ml
1.20 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/117,Salsa cocktail Hacendado,Tarro 500 ml,1.20 € /ud.,Anadir al carro,1.20,ud.,500 ml,500,ml
175,"Salsa cocktail Hacendado
Bote 460 ml
1.25 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/117,Salsa cocktail Hacendado,Bote 460 ml,1.25 € /ud.,Anadir al carro,1.25,ud.,460 ml,460,ml
176,"Salsa gajos rustica Hacendado
Bote 250 ml
1.25 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/117,Salsa gajos rustica Hacendado,Bote 250 ml,1.25 € /ud.,Anadir al carro,1.25,ud.,250 ml,250,ml
177,"Salsa especiada Lea & Perrins
Botella 150 ml
2.15 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/117,Salsa especiada Lea & Perrins,Botella 150 ml,2.15 € /ud.,Anadir al carro,2.15,ud.,150 ml,150,ml
178,"Salsa picante Mc. Ilhenny Tabasco
Botella 57 ml
2.59 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/117,Salsa picante Mc. Ilhenny Tabasco,Botella 57 ml,2.59 € /ud.,Anadir al carro,2.59,ud.,57 ml,57,ml
179,"Salsa de trufas
Bote 80 g
2.95 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/117,Salsa de trufas,Bote 80 g,2.95 € /ud.,Anadir al carro,2.95,ud.,80 g,80,g
180,"Salsa ranchera Hacendado
Bote 250 ml
1.25 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/117,Salsa ranchera Hacendado,Bote 250 ml,1.25 € /ud.,Anadir al carro,1.25,ud.,250 ml,250,ml
181,"Carne de pimiento choricero El Sol
Tarro 140 g
1.30 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/117,Carne de pimiento choricero El Sol,Tarro 140 g,1.30 € /ud.,Anadir al carro,1.30,ud.,140 g,140,g
182,"Salsa curry Hacendado
Bote 250 ml
1.45 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/117,Salsa curry Hacendado,Bote 250 ml,1.45 € /ud.,Anadir al carro,1.45,ud.,250 ml,250,ml
183,"Pasta de sesamo Tahini Hacendado
Tarro 200 g
2.80 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/117,Pasta de sesamo Tahini Hacendado,Tarro 200 g,2.80 € /ud.,Anadir al carro,2.80,ud.,200 g,200,g
184,"Mojo rojo suave canario Hacendado
Tarro 200 g
1.85 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/117,Mojo rojo suave canario Hacendado,Tarro 200 g,1.85 € /ud.,Anadir al carro,1.85,ud.,200 g,200,g
185,"Agua mineral grande Bezoya
6 botellas x 1.5 L
3.66 € /pack
Anadir al carro",https://tienda.mercadona.es/categories/156,Agua mineral grande Bezoya,6 botellas x 1.5 L,3.66 € /pack,Anadir al carro,3.66,pack,6 botellas,6,botellas
186,"Agua mineral grande Bezoya
Botella 1.5 L
0.61 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/156,Agua mineral grande Bezoya,Botella 1.5 L,0.61 € /ud.,Anadir al carro,0.61,ud.,5 L,5,L
187,"Agua mineral grande Nestle Aquarel
Garrafa 5 L
1.19 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/156,Agua mineral grande Nestle Aquarel,Garrafa 5 L,1.19 € /ud.,Anadir al carro,1.19,ud.,5 L,5,L
188,"Agua mineral grande Nestle Aquarel
6 botellas x 1.5 L
2.76 € /pack
Anadir al carro",https://tienda.mercadona.es/categories/156,Agua mineral grande Nestle Aquarel,6 botellas x 1.5 L,2.76 € /pack,Anadir al carro,2.76,pack,6 botellas,6,botellas
189,"Agua mineral grande Nestle Aquarel
Botella 1.5 L
0.49 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/156,Agua mineral grande Nestle Aquarel,Botella 1.5 L,0.49 € /ud.,Anadir al carro,0.49,ud.,5 L,5,L
190,"Agua mineral grande Font Vella
6 botellas x 1.5 L
3.42 € /pack
Anadir al carro",https://tienda.mercadona.es/categories/156,Agua mineral grande Font Vella,6 botellas x 1.5 L,3.42 € /pack,Anadir al carro,3.42,pack,6 botellas,6,botellas
191,"Agua mineral grande Font Vella
Botella 1.5 L
0.60 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/156,Agua mineral grande Font Vella,Botella 1.5 L,0.60 € /ud.,Anadir al carro,0.60,ud.,5 L,5,L
192,"Agua mineral pequena Fondetal tapon infantil
6 botellas x 330 ml
1.80 € /pack
Anadir al carro",https://tienda.mercadona.es/categories/156,Agua mineral pequena Fondetal tapon infantil,6 botellas x 330 ml,1.80 € /pack,Anadir al carro,1.80,pack,6 botellas,6,botellas
193,"Agua mineral pequena Fondetal tapon infantil
Botella 330 ml
0.30 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/156,Agua mineral pequena Fondetal tapon infantil,Botella 330 ml,0.30 € /ud.,Anadir al carro,0.30,ud.,330 ml,330,ml
194,"Agua mineral grande Solan de Cabras
6 botellas x 1.5 L
4.20 € /pack
Anadir al carro",https://tienda.mercadona.es/categories/156,Agua mineral grande Solan de Cabras,6 botellas x 1.5 L,4.20 € /pack,Anadir al carro,4.20,pack,6 botellas,6,botellas
195,"Agua mineral grande Solan de Cabras
Botella 1.5 L
0.72 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/156,Agua mineral grande Solan de Cabras,Botella 1.5 L,0.72 € /ud.,Anadir al carro,0.72,ud.,5 L,5,L
196,"Agua mineral grande Lanjaron
6 botellas x 1.5 L
3.00 € /pack
Anadir al carro",https://tienda.mercadona.es/categories/156,Agua mineral grande Lanjaron,6 botellas x 1.5 L,3.00 € /pack,Anadir al carro,3.00,pack,6 botellas,6,botellas
197,"Agua mineral grande Lanjaron
Botella 1.5 L
0.53 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/156,Agua mineral grande Lanjaron,Botella 1.5 L,0.53 € /ud.,Anadir al carro,0.53,ud.,5 L,5,L
198,"Agua mineral grande Aguadoy
Garrafa 8 L
0.73 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/156,Agua mineral grande Aguadoy,Garrafa 8 L,0.73 € /ud.,Anadir al carro,0.73,ud.,8 L,8,L
199,"Agua mineral grande Aguadoy
Garrafa 6 L
0.56 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/156,Agua mineral grande Aguadoy,Garrafa 6 L,0.56 € /ud.,Anadir al carro,0.56,ud.,6 L,6,L
200,"Agua mineral grande Aguadoy
6 botellas x 1.5 L
1.08 € /pack
Anadir al carro",https://tienda.mercadona.es/categories/156,Agua mineral grande Aguadoy,6 botellas x 1.5 L,1.08 € /pack,Anadir al carro,1.08,pack,6 botellas,6,botellas
201,"Agua mineral grande Aguadoy
Botella 1.5 L
0.18 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/156,Agua mineral grande Aguadoy,Botella 1.5 L,0.18 € /ud.,Anadir al carro,0.18,ud.,5 L,5,L
202,"Agua mineral mediana Aguadoy
6 botellas x 1 L
1.92 € /pack
Anadir al carro",https://tienda.mercadona.es/categories/156,Agua mineral mediana Aguadoy,6 botellas x 1 L,1.92 € /pack,Anadir al carro,1.92,pack,6 botellas,6,botellas
203,"Agua mineral mediana Aguadoy
Botella 1 L
0.32 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/156,Agua mineral mediana Aguadoy,Botella 1 L,0.32 € /ud.,Anadir al carro,0.32,ud.,1 L,1,L
204,"Agua mineral pequena Aguadoy
6 botellas x 500 ml
0.96 € /pack
Anadir al carro",https://tienda.mercadona.es/categories/156,Agua mineral pequena Aguadoy,6 botellas x 500 ml,0.96 € /pack,Anadir al carro,0.96,pack,6 botellas,6,botellas
205,"Agua mineral pequena Aguadoy
Botella 500 ml
0.16 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/156,Agua mineral pequena Aguadoy,Botella 500 ml,0.16 € /ud.,Anadir al carro,0.16,ud.,500 ml,500,ml
206,"Agua mineral pequena Aguadoy tapon infantil
6 botellas x 330 ml
1.08 € /pack
Anadir al carro",https://tienda.mercadona.es/categories/156,Agua mineral pequena Aguadoy tapon infantil,6 botellas x 330 ml,1.08 € /pack,Anadir al carro,1.08,pack,6 botellas,6,botellas
207,"Agua mineral pequena Aguadoy tapon infantil
Botella 330 ml
0.18 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/156,Agua mineral pequena Aguadoy tapon infantil,Botella 330 ml,0.18 € /ud.,Anadir al carro,0.18,ud.,330 ml,330,ml
