,Unnamed: 0,producto,precio,cantidad,medida,cantidad_,categoria,supermercado
2394,4048,2 Estropajos Salvaunas Ergo Universal Scotch Brite - Verde,2.45,2.008,ud,2.008,sal,carrefour
2395,4050,Detergente en capsulas Doble Poder Active Clean Skip 28 lavados.,6.79,1.0,ud,28.292,detergente,carrefour
2396,4052,Quitamanchas aceites y salsas grasas doble uso spray Cebralin 200 ml.,3.45,0.2,L,0.2,salsa,carrefour
2397,4053,Set 2 Estropajos Salvaunas para Vitroceramica VILEDA,3.19,1.0,ud,1.0,ajo,carrefour
2398,4058,Ambientador de varillas moras y frambuesas Cristalinas 40 ml.,4.99,0.04,L,0.4,frambuesas,carrefour
2399,4059,Ambientador perlas perfumadas colonia Essential Carrefour 1 ud.,1.45,0.11,kg,0.11,colonia,carrefour
2400,4064,Detergente liquido combate malos olores Wipp Express 50 lavados.,13.69,1.0,ud,50.704,detergente,carrefour
2401,4065,Detergente con jabon de Marsella Carrefour 2 ud.,1.71,0.799,kg,0.799,detergente,carrefour
2402,4066,Detergente en capsulas con carbon vegetal ecologico Eco Planet Carrefour 22 ud.,3.99,1.0,ud,22.167,detergente,carrefour
2403,4067,Detergente liquido Active Clean Skip 74 lavados.,12.99,1.0,ud,72.167,detergente,carrefour
2404,4069,Detergente liquido higiene Colon 40 lavados.,10.59,1.0,ud,40.731,detergente,carrefour
2405,4078,Vaso de Sidra Maxi 50 cl HOME STYLE - Transparente,0.7,1.0,ud,1.0,sidra,carrefour
2406,4079,Ambientador de varillas colonia Carrefour 45 ml.,2.05,1.0,ud,1.0,colonia,carrefour
2407,4085,Vaso Cristal Vela Vainilla PERFUMADO - Blanco ,1.99,0.001,ud,0.001,vainilla,carrefour
2408,4089,Gel para lavavajillas Oro anti grasa Somat pack de 2 unidades de 50 lavados.,14.76,1.0,ud,98.4,gel de ducha,carrefour
2409,4091,Detergente liquido limpio y liso Wipp Express 50 lavados.,12.35,1.0,ud,49.4,detergente,carrefour
2410,4093,Bolsas para cubitos de hielo XL Carrefour 10 ud.,0.86,9.556,ud,9.556,hielo,carrefour
2411,4097,Ambientador electrico manzana y canela recambio Essential Carrefour 1 ud.,1.33,1.0,ud,1.0,canela,carrefour
2412,4098,Limpiahogar universal con bioalcohol Brillante Tenn 1.25 l.,2.99,1.251,L,1.251,sal,carrefour
2413,4108,Ambientador de mecha colonia Carrefour Essential 375 ml.,1.28,0.375,L,0.375,colonia,carrefour
2414,4109,Quitamanchas elimina olores en polvo Vanish OxiAction 840 g.,10.89,0.84,kg,0.84,anis,carrefour
2415,4110,Detergente en capsulas Todo en Uno Pods Ariel 48 lavados.,16.45,1.0,ud,48.382,detergente,carrefour
2416,4111,Lavavajillas a maquina Fairy Platinum Gel 45 lavados.,8.39,1.0,ud,44.158,gel de ducha,carrefour
2417,4120,2 Estropajos con Esponja No Raya Universal Scotch Brite - Bicolor,2.59,2.008,ud,2.008,sal,carrefour
2418,4125,Detergente liquido marsella Omino Bianco 50 lavados.,10.09,1.0,ud,50.45,detergente,carrefour
2419,4127,Gel WC super desincrustante Carrefour 750 ml.,1.2,0.75,L,0.75,gel de ducha,carrefour
2420,4128,Detergente en capsulas Todo en Uno Pods Color Ariel 48 lavados.,16.59,1.0,ud,47.4,detergente,carrefour
2421,4158,Detergente liquido quitamanchas anti transferencia Carrefour Expert 40 lavados.,3.74,1.0,ud,41.556,detergente,carrefour
2422,4161,Detergente en capsulas 4 en 1 limpieza profunda Discs Antiolores Wipp Express 50 ud.,16.55,1.0,ud,50.152,detergente,carrefour
2423,4162,Fregasuelos con lejia y detergente pino Estrella 1.35 l.,1.5,1.351,L,1.351,detergente,carrefour
2424,4170,Detergente liquido expert optimal clean frescor alpino Carrefour 36 lavados.,4.69,1.0,ud,36.077,detergente,carrefour
2425,4172,Detergente en capsulas Trio Caps Total 3+1 Dixan 34 lavados.,10.35,1.0,ud,34.5,detergente,carrefour
2426,4181,Detergente en capsulas con efecto de eliminacion de manchas Oxi Todo en Uno Pods Ariel 21 lavados. ,9.29,1.0,ud,21.114,detergente,carrefour
2427,4186,3 Estropajos salvaunas Universale Spontex- Verde,2.49,2.008,ud,2.008,ajo,carrefour
2428,4192,Detergente en capsulas 4 en 1 limpieza profunda Discs Antiolores Wipp Express 30 ud.,10.65,1.0,ud,29.583,detergente,carrefour
2429,4196,Detergente liquido colores vivos Micolor 60 lavados.,14.35,1.0,ud,59.792,detergente,carrefour
2430,4213,Gel para lavavajillas Oro higiene Somat 50 lavados.,8.94,1.0,ud,49.667,gel de ducha,carrefour
2431,4218,Detergente en capsulas alpino expert Carrefour 30 ud.,5.69,1.0,ud,29.947,detergente,carrefour
2432,4219,Ambientador electrico Vainilla recambio Essential Carrefour 1 ud.,1.33,1.0,ud,1.0,vainilla,carrefour
2433,4231,Detergente lavavajillas en polvo Finish Classic 2.5 kg.,11.29,2.498,kg,2.498,detergente,carrefour
2434,4233,Detergente en capsulas Lenor Unstoppables Ariel 43 ud.,15.29,1.0,ud,42.472,detergente,carrefour
2435,4235,Ambientador de varillas bebe y colonia Cristalinas 40 ml.,4.99,0.04,L,0.4,colonia,carrefour
2436,4238,Detergente en capsulas Trio Caps Aromaterapia Esenciales Dixan 23 lavados.,6.95,1.0,ud,23.167,detergente,carrefour
2437,4243,Detergente en capsulas higiene Colon 32 lavados ,10.29,1.0,ud,32.156,detergente,carrefour
2438,4246,Gel para lavavajillas limon Excellence Duo Gel Somat 50 lavados.,8.94,1.0,ud,49.667,gel de ducha,carrefour
2439,4251,Detergente liquido Actilift Color y Style Ariel 50 lavados.,15.09,1.0,ud,50.3,detergente,carrefour
2440,4252,Detergente en polvo Total 3 +1 Dixan 70 lavados.,12.75,1.0,ud,70.833,detergente,carrefour
2441,4272,Detergente liquido 27 lavados.,2.35,1.0,ud,26.111,detergente,carrefour
2442,4287,Detergente en capsulas coladas mixtas Micolor 30 lavados.,9.59,1.0,ud,29.969,detergente,carrefour
2443,4288,Detergente en capsulas defensa activa contra el olor Todo en Uno Pods Ariel 43 lavados.,16.89,43.308,ud,43.308,detergente,carrefour
2444,4293,Detergente liquido expert octimal clean Carrefour 36 lavados.,4.69,1.0,ud,36.077,detergente,carrefour
2445,4294,Desodorizante cisterna en pastilla agua Azul Pato 1 ud.,2.59,0.05,kg,0.05,agua otro,carrefour
2446,4297,Detergente en polvo azul Wipp Express 50 lavados.,13.69,1.0,ud,50.704,detergente,carrefour
2447,4304,Ambientador electrico orquidea y vainilla recambio Air Wick 1 ud.,4.49,1.0,ud,1.0,vainilla,carrefour
2448,4319,Detergente en pastillas Carrefour 80 uds. 40 lavados,6.75,1.0,ud,39.706,detergente,carrefour
2449,4320,Detergente liquido Marsella Flota 90 lavados,6.65,1.0,ud,95.0,detergente,carrefour
2450,4322,Detergente en capsulas verde Expert Carrefour 30 ud.,5.69,1.0,ud,29.947,detergente,carrefour
2451,4331,Plantillas desodorante de Carbon Activado 1 par.,1.06,2.0,ud,2.0,desodorante,carrefour
2452,4342,Bolsas para cubitos de hielo Carrefour 10 ud.,1.06,9.636,ud,9.636,hielo,carrefour
2453,4354,Detergente a mano Wipp Express 500 g.,1.99,0.5,kg,0.5,detergente,carrefour
2454,4360,Detergente en polvo Colonia Active plus Flota 50 lavados,6.49,1.0,ud,49.923,colonia,carrefour
2455,4361,Ambientador mini spray Colonia recambio Carrefour 2 ud.,1.8,2.0,ud,2.0,colonia,carrefour
2456,4362,Detergente en polvo azul Wipp Express 62 lavados.,14.95,1.0,ud,62.292,detergente,carrefour
2457,4363,Estropajo Mosaik Universale No Raya SPONTEX 2 ud - Multicolor,2.45,2.008,ud,2.008,ajo,carrefour
2458,4364,Gel desinfectante Calgon 750 ml.,8.39,0.75,L,0.75,gel de ducha,carrefour
2459,4368,Detergente liquido Volvone 1.5 l.,3.59,1.502,L,1.502,detergente,carrefour
2460,4370,Detergente en capsulas Nenuco Colon 32 ud. ,10.15,1.0,ud,31.719,detergente,carrefour
2461,4372,Ambientador frescor colonia Carrefour 250 ml.,2.23,0.25,L,0.25,colonia,carrefour
2462,4373,Ambientador electrico colonia recambio Essential Carrefour 1 ud.,1.38,1.0,ud,1.0,colonia,carrefour
2463,4374,Detergente en capsulas Lago Azul Carrefour 30 ud.,5.69,1.0,ud,29.947,detergente,carrefour
2464,4379,Betun en crema negro Kiwi 50 ml.,1.67,0.5,L,0.5,kiwis,carrefour
2465,4393,Cubode agua de Plastico Carrefour10 Litros - Translucido,1.99,1.0,ud,1.0,agua otro,carrefour
2466,4396,Renovador del color ante & nubuck incoloro Kiwi 200 ml.,5.35,0.2,L,0.2,kiwis,carrefour
2467,4408,Ambientador mini spray Canela recambio Essential Carrefour 2 ud.,1.8,1.0,ud,1.0,canela,carrefour
2468,4418,Detergente liquido esencia para sonar Active Plus Flota 50 lavados,5.75,1.0,ud,52.273,detergente,carrefour
2469,4423,Detergente en capsulas sensacion Ariel 23 ud.,9.09,1.0,ud,22.725,detergente,carrefour
2470,4425,Set de 12 Vasos de cafe con Leche Carton Nupik 250 cc,3.1,11.923,ud,11.923,cafe,carrefour
2471,4446,Desodorante Spray Calzado Carrefour 250 ml.,2.95,0.25,L,2.5,desodorante,carrefour
2472,4447,Estropajo con mango ROZENBAL - Verde,1.6,1.0,ud,1.0,mango,carrefour
2473,4456,Ambientador para coche colonia Essential Carrefour 2 ud.,1.85,1.0,ud,1.0,colonia,carrefour
2474,4463,Detergente liquido Active Plus Flota 50 lavados,6.35,1.0,ud,48.846,detergente,carrefour
2475,4464,2 Estropajos con esponja Extreme SCOTCH BRITE - Morado,2.5,2.0,ud,2.0,moras,carrefour
2476,4466,Detergente liquido limpio y liso Wipp Express 66 lavados.,16.89,1.0,ud,64.962,detergente,carrefour
2477,4471,Toallitas para bebe sin perfume ecologicas Carrefour Bio 64 ud.,1.99,66.333,ud,66.333,toallitas bebe,carrefour
2478,4475,Papilla 8 Cereales Nestle 1200 gr,6.25,1.2,kg,1.2,papilla,carrefour
2479,4476,Tarrito de zanahorias baby con ternera desde 6 meses Hero Baby sin aceite de palma 235 g.,1.15,0.235,kg,0.235,zanahoria,carrefour
2480,4478,Snack de zanahoria y maiz desde 10 meses ecologico Hero Solo sin gluten 40 g.,1.62,0.04,kg,0.04,zanahoria,carrefour
2481,4479,Bolsita de platano. pera y naranja ecologica Hero Solo pack sin gluten 4 unidades de 100 g.,4.15,0.4,kg,0.4,platano,carrefour
2482,4482,Panales Carrefour Baby Ultra Dry Talla 6 (+16 kg) 70 ud.,16.19,70.391,ud,70.391,panales,carrefour
2483,4483,Toallitas bebe camomila My Carrefour Baby 80 ud.,0.99,99.0,ud,99.0,toallitas bebe,carrefour
2484,4484,Tarrito de zanahorias con arroz en caldito de pollo desde 4 meses Hero Baby sin aceite de palma 235 g.,1.15,0.235,kg,0.235,arroz,carrefour
2485,4486,Papilla infantil desde 6 meses 8 Cereales sin azucar anadido Hero Baby sin lactosa y sin aceite de palma 820 gr,5.35,0.821,kg,0.821,papilla,carrefour
2486,4487,Tarrito Pavo Con Verduras Ecologica Smileat 230 grs,1.99,0.23,kg,0.23,pechuga de pavo,carrefour
2487,4488,Toallitas para bebe pure extra care Huggies 168 ud.,4.55,151.667,ud,151.667,toallitas bebe,carrefour
2488,4490,Panales Dodot Activity Talla 6+ (+14 kg.) 44 ud.,22.3,43.725,ud,43.725,panales,carrefour
2489,4491,Champu JohnsonÃÂ´s Baby 750 ml.,4.09,0.744,L,7.436,champu,carrefour
2490,4492,Papilla infantil desde 6 meses 8 cereales con galleta maria Nestle 1200 g.,6.25,1.2,kg,1.2,papilla,carrefour
2491,4493,Papilla 8 Cereales Nestle 1200 gr,6.25,1.2,kg,1.2,papilla,carrefour
2492,4495,Panales Dodot Bebe-Seco extra absorcion T4+ (10-15 kg.) 66 ud.,20.1,67.0,ud,67.0,panales,carrefour
2493,4499,Tarrito de Guisito de Alubias Ecologico Smileat 230 gr,1.99,0.23,kg,0.23,alubias,carrefour
2494,4501,Colonia para bebe fragancia original Nenuco 1200 ml,5.15,1.198,L,11.977,colonia,carrefour
2495,4502,Yogur de manzana y fresa ecologica Hero Solo bolsita 100 g. ,0.99,0.1,kg,0.1,yogures de sabores,carrefour
2496,4504,Panales Carrefour Baby Ultra Dry Talla 4 (7-18 kg) 92 ud.,12.71,90.786,ud,90.786,panales,carrefour
2497,4505,Preparado de manzana y platano sin azucar anadido desde 6 meses ecologico My Carrefour Baby Bio sin gluten pack de 4 de bolsitas de 100 g.,1.99,0.4,kg,0.4,manzanas,carrefour
2498,4506,Panales Dodot Bebe-Seco extra absorcion T5+ (12-17 kg.) 58 ud.,20.1,57.429,ud,57.429,panales,carrefour
2499,4507,Panales Carrefour Baby Ultra Dry Talla 5 Junior (12-20 kg) 84 uds,12.83,85.533,ud,85.533,panales,carrefour
2500,4509,Papilla infantil desde 6 meses 8 cereales con miel Nestle 1200 g.,6.25,1.2,kg,1.2,papilla,carrefour
2501,4510,Leche infantil de continuacion 3 de 12 a 36 meses con cereales y fruta Puleva Peques pack de 3 unidades de 200 ml,1.59,0.6,L,0.6,cereales,carrefour
2502,4512,Panales Dodot sensitive Talla 1 (2-5 kg) 140 ud.,29.3,139.524,ud,139.524,panales,carrefour
2503,4513,Tarrito de lentejas con verduras y jamon en trocitos desde 10 meses Hero Baby sin aceite de palma 235 ml.,1.35,0.235,kg,0.235,lentejas,carrefour
2504,4515,Leche infantil de crecimiento desde 2 anos con cereales Nestle Junior sin aceite de palma brik 1 l.,1.54,1.0,L,1.0,cereales,carrefour
2505,4517,Tarrito de arroz con pollo desde 6 meses Hero Baby sin aceite de palma 235 g.,1.15,0.235,kg,0.235,arroz,carrefour
2506,4518,Papilla infantil desde 6 meses 8 cereales con galleta maria Nestle 1200 g.,6.25,1.2,kg,1.2,papilla,carrefour
2507,4519,Papilla 8 Cereales Nestle 1200 gr,6.25,1.2,kg,1.2,papilla,carrefour
2508,4520,Tarrito Pollo Con Arroz Ecologica Smileat 230 grs,1.99,0.23,kg,0.23,arroz,carrefour
2509,4522,Tarrito de arroz con pollo desde 6 meses Hero baby sin aceite de palma pack de 6 unidades de 235 g.,6.59,1.411,kg,1.411,arroz,carrefour
2510,4523,Tarrito de arroz blanco supremas de merluza desde 8 meses Hero Baby sin aceite de palma pack 6 unidades de 235 g.,6.59,1.411,kg,1.411,arroz,carrefour
2511,4524,Gel-Champu ecologico Denenes Naturals 400 ml.,4.29,0.401,L,4.009,gel de ducha,carrefour
2512,4526,Postre lacteo de platano desde 6 meses Nestle Yogolino sin gluten sin aceite de palma pack de 8 unidades de 100 g.,3.9,0.801,kg,0.801,platano,carrefour
2513,4528,Toallitas para bebe sin perfume Carrefour Baby 64 ud.,2.09,69.667,ud,69.667,toallitas bebe,carrefour
2514,4529,Gel de ducha con aloe vera Carrefour Baby 750 ml,2.25,0.75,L,7.5,gel de ducha,carrefour
2515,4530,Toallitas humedas para bebe Natur Aqua Salustar 60 ud.,2.35,58.75,ud,58.75,toallitas bebe,carrefour
2516,4531,Champu Johnson's Baby 500 ml.,3.49,0.499,L,4.986,champu,carrefour
2517,4532,Tarrito de garbanzos con verduritas desde 8 meses ecologico Carrefour Baby Bio pack de 2 unidades de 200 g,1.99,0.4,kg,0.4,garbanzo,carrefour
2518,4533,Papilla Multicereales HiPP +4 Meses sin lactosa 400gr,4.29,0.4,kg,0.4,papilla,carrefour
2519,4534,Colonia muy suave para bebe Denenes 600 ml.,3.29,0.598,L,5.982,colonia,carrefour
2520,4535,Bolsita Hero Baby Merienda Platano Fresa 100 gr,0.81,0.1,kg,0.1,platano,carrefour
2521,4536,Panales Dodot Activity XXL Talla 5 (11-16 kg) 126 ud.,45.99,127.75,ud,127.75,panales,carrefour
2522,4537,Panales Dodot Activity Extra Tecnologia Canal T3+ (7-11 kg.) 60 ud.,19.39,60.594,ud,60.594,panales,carrefour
2523,4539,Leche infantil de crecimiento con cereales y cacao de 12 a 36 meses Puleva Peques 3 pack de 3 unidades de 200 ml.,1.41,0.6,L,0.6,cereales,carrefour
2524,4540,Papilla infantil desde 6 meses 8 Cereales con galleta sin azucar anadido Hero Baby sin lactosa y sin aceite de palma 820 gr,5.35,0.821,kg,0.821,papilla,carrefour
2525,4541,Bolsita de fresa y platano desde 6 meses ecologico Smileat sin gluten sin lactosa 100 g,1.07,0.1,kg,0.1,platano,carrefour
2526,4542,Papilla infantil desde 6 meses 8 cereales con galleta maria Nestle 1200 g.,6.25,1.2,kg,1.2,papilla,carrefour
2527,4543,Papilla 8 Cereales Nestle 1200 gr,6.25,1.2,kg,1.2,papilla,carrefour
2528,4544,Tarrito Calabaza y Calabacin Ecologica Smileat 230 grs,1.89,0.23,kg,0.23,calabacin,carrefour
2529,4545,Papilla infantil desde 12 meses 8 cereales con cacao Nestle 600 g.,2.89,0.6,kg,0.6,papilla,carrefour
2530,4547,Tarrito de brocoli. cordero y chirivia ecologico Smileat sin gluten 230 g.,2.25,0.23,kg,0.23,cordero,carrefour
2531,4548,Panales Carrefour Baby Soft&Protect Talla 1 (2-5 kg) 26 ud.,3.99,26.6,ud,26.6,panales,carrefour
2532,4549,Snacks de platano Naturnes Bio 35 g.,1.93,0.035,kg,0.035,platano,carrefour
2533,4550,Postre lacteo de fresa y platano desde 6 meses sin azucares anadidos Nestle Yogolino sin gluten sin aceite de palma pack de 4 unidades de 100 g.,2.05,0.4,kg,0.4,platano,carrefour
2534,4552,Yogur de manzana y platano ecologico Hero Solo bolsita 100 g.,0.99,0.1,kg,0.1,yogures de sabores,carrefour
2535,4553,Tarrito de pera y manzana desde 4 meses ecologico Hero Solo sin gluten 120 g.,1.18,0.12,kg,0.12,manzanas,carrefour
2536,4554,Leche infantil de crecimiento desde 1 ano con cereales Nestle Junior sin aceite de palma brik 1 l.,1.5,1.0,L,1.0,cereales,carrefour
2537,4555,Champu gotas de brillo Johnson's Baby 500 ml.,3.69,0.499,L,4.986,champu,carrefour
2538,4558,Panales Dodot Activity XXL Talla 4 (9-14 kg) 144 ud.,45.99,143.719,ud,143.719,panales,carrefour
2539,4562,Tarrito de lentejas con verduritas desde 8 meses ecologico Carrefour Baby Bio pack de 2 unidades de 200 g,1.99,0.4,kg,0.4,lentejas,carrefour
2540,4563,Panales Carrefour Baby Ultra Dry Talla 3 (4-9 kg) 184 ud.,22.83,190.25,ud,190.25,panales,carrefour
2541,4564,Papilla infantil desde 6 meses 8 cereales con miel sin azucar anadido Hero Baby sin lactosa y sin aceite de palma 820 g.,5.35,0.821,kg,0.821,papilla,carrefour
2542,4565,Tarrito de arroz con pollo y verduritas desde 6 meses ecologico Carrefour Baby Bio pack de 2 unidades de 200 g,1.99,0.4,kg,0.4,arroz,carrefour
2543,4566,Champu camomila dosificador Johnson's Baby 500 ml.,3.79,0.499,L,4.987,champu,carrefour
2544,4567,Bragapanal noche Carrefour Kids Talla 4-7 anos (17-30 Kg) 15 uds,9.89,14.985,ud,14.985,panales,carrefour
2545,4568,Papilla infantil desde 6 meses 8 cereales con galleta maria Nestle 1200 g.,6.25,1.2,kg,1.2,papilla,carrefour
2546,4569,Papilla 8 Cereales Nestle 1200 gr,6.25,1.2,kg,1.2,papilla,carrefour
2547,4571,Gel de bano suave cuerpo y cabello Mustella 500 ml.,9.39,0.499,L,4.995,gel de ducha,carrefour
2548,4572,Panales Dodot sensitive Talla 3 (6kg -10kg) 168 ud.,45.9,170.0,ud,170.0,panales,carrefour
2549,4573,Tarrito infantil de pera. ciruela y platano desde 4 meses ecologico Smileat sin gluten sin lactosa 130 g.,1.45,0.13,kg,0.13,platano,carrefour
2550,4574,Champu dulces suenos Johnson's Baby 500 ml.,3.79,0.499,L,4.987,champu,carrefour
2551,4575,Tarrito de frutas con cereales desde 4 meses sin azucar anadido Mi Menu sin gluten sin lactosa pack de 2 unidades de 200 g.,1.67,0.4,kg,0.4,cereales,carrefour
2552,4576,Tarrito de menestra de cordero desde 6 meses Nutriben 235 g.,0.99,0.235,kg,0.235,cordero,carrefour
2553,4578,Tarrito infantil multifrutas con mango ecologicas Smileat sin gluten sin lactosa 130 g.,1.45,0.13,kg,0.13,mango,carrefour
2554,4580,Tarrito de guisantes con jamon desde 6 meses ecologico Carrefour Baby Bio pack de 2 unidades de 200 g,1.99,0.4,kg,0.4,guisantes congelados,carrefour
2555,4581,Postre lacteo suave y cremoso de fresa y frambuesa desde 12 meses Nestle Yogolino pack de 6 unidades de 60 g.,2.25,0.36,kg,0.36,frambuesas,carrefour
2556,4584,Champu limpia y protege el cuero cabelludo con extracto natural de camomila y aloe vera Baby Natura 600 ml.,2.39,0.597,L,5.975,champu,carrefour
2557,4587,Postre lacteo suave y cremoso de platano y melocoton desde 12 meses Nestle Yogolino pack de 6 unidades 60 g.,2.25,0.36,kg,0.36,platano,carrefour
2558,4588,Champu camomila Johnson's Baby 750 ml.,4.09,0.744,L,7.436,champu,carrefour
2559,4590,Tarrito de guisantes con patata y pollo desde 6 meses ecologico Nestle Naturnes Bio 190 g,1.81,0.19,kg,0.19,guisantes congelados,carrefour
2560,4592,Panales Dodot bebe-seco extra absorcion T3 (7-11 Kg) 70 ud.,20.1,69.31,ud,69.31,panales,carrefour
2561,4594,Papilla infantil desde 6 meses 8 cereales con galleta maria Nestle 1200 g.,6.25,1.2,kg,1.2,papilla,carrefour
2562,4595,Papilla 8 Cereales Nestle 1200 gr,6.25,1.2,kg,1.2,papilla,carrefour
2563,4597,Preparado de manzana sin azucar anadido desde 6 meses ecologico My Carrefour Baby sin gluten pack de 4 bolsitas de 100 g.,1.99,0.4,kg,0.4,manzanas,carrefour
2564,4598,Bolsas Panales Carrefour Baby x50,1.68,56.0,ud,56.0,panales,carrefour
2565,4599,Panales Dodot bebe-seco extra absorcion T6 (+14 Kg) 54 ud.,20.1,54.324,ud,54.324,panales,carrefour
2566,4602,Gel - Champu para bebe atopic protect aceite de aguacate Carrefour My Baby 500 ml.,3.1,0.5,L,5.0,aceite de aguacate,carrefour
2567,4605,Yogur infantil natural desde 6 meses Nestle Yogolino pack de 4 unidades de 100 g.,2.09,0.4,kg,0.4,yogur natural,carrefour
2568,4606,Snack de cereales con zanahoria ecologico Nutripuffs Naturnes Bio Nestle 35 g.,1.93,0.035,kg,0.035,cereales,carrefour
2569,4608,Champu extra Suave Nenuco 500 ml,3.69,0.499,L,4.986,champu,carrefour
2570,4611,Papilla Infantil con Fibra Blevit Plus Superfibra 8 Cereales 600 gr,7.85,0.6,kg,0.6,papilla,carrefour
2571,4612,Champu dosificador Johnson's Baby 500 ml.,3.79,0.499,L,4.987,champu,carrefour
2572,4614,Panales ecologicos Carrefour Baby Talla 5 junior (11-25 Kg) 24 ud.,6.99,24.103,ud,24.103,panales,carrefour
2573,4616,Tarrito de jamon y ternera con menestra de verduras desde los 6 meses Nutriben Potitos 235 g.,0.99,0.235,kg,0.235,menestra congelada,carrefour
2574,4618,Papilla infantil desde 6 meses 8 cereales con galleta maria Nestle 1200 g.,6.25,1.2,kg,1.2,papilla,carrefour
2575,4619,Papilla 8 Cereales Nestle 1200 gr,6.25,1.2,kg,1.2,papilla,carrefour
2576,4620,Tarrito de Melocoton con Platano y Pera Ecologico Carrefour Baby Bio desde 6 meses pack de 2 unidades de 200 g.,1.99,0.4,kg,0.4,platano,carrefour
2577,4621,Papilla multicereales desde 6 meses ecologica Carrefour Baby Bio 400 g.,2.99,0.4,kg,0.4,papilla,carrefour
2578,4622,Panales ecologicos Carrefour Baby Talla 4 maxi (7-18 Kg) 28 ud.,6.99,27.96,ud,27.96,panales,carrefour
2579,4623,Papilla infantil desde 4 meses de crema de arroz sin azucar anadido Hero Baby sin gluten. sin lactosa y sin aceite de palma 220 g.,1.99,0.22,kg,0.22,arroz,carrefour
2580,4624,Tarrito infantil de manzana y naranja desde 4 meses ecologica Smileatsin gluten sin lactosa 130 g.,1.45,0.13,kg,0.13,manzanas,carrefour
2581,4625,Panales Dodot Sensitive T2 (4-8 kg) 234 ud.,48.6,231.429,ud,231.429,panales,carrefour
2582,4627,Panales Dodot Sensitive T2 (4-8 kg.) 39 ud.,8.49,38.591,ud,38.591,panales,carrefour
2583,4628,Tarrito de ternera con patatas y zanahorias desde los 6 meses Nutriben Potitos 235 g.,0.99,0.235,kg,0.235,zanahoria,carrefour
2584,4629,Bolsitas de manzana. zanahoria y mangodesde 6 meses Nestle sin gluten 90 g.,0.99,0.09,kg,0.09,manzanas,carrefour
2585,4632,Preparado de platano y manzana Nestle sin gluten pack de 4 unidades de 90 g.,3.19,0.36,kg,0.36,manzanas,carrefour
2586,4633,Bolsita de pera. platano y avena sin azucar anadido desde 6 meses Hero Baby 100 g.,0.81,0.1,kg,0.1,platano,carrefour
2587,4636,Tarrito de brocoli y guisantes con pavo desde 6 meses ecologico Naturnes Nestle 190 g.,1.95,0.19,kg,0.19,pechuga de pavo,carrefour
2588,4640,Postre lacteo de melocoton y platano desde 6 meses sin azucares anadidos Nestle Yogolino sin gluten sin aceite de palma pack de 4 unidades de 100 g.,2.05,0.4,kg,0.4,platano,carrefour
2589,4641,Tarrito de manzana y platano Ecologico Carrefour Baby Bio desde 6 meses pack de 2 unidades de 200 g.,1.99,0.4,kg,0.4,manzanas,carrefour
2590,4643,Papilla infantil desde 6 meses 8 cereales con galleta maria Nestle 1200 g.,6.25,1.2,kg,1.2,papilla,carrefour
2591,4644,Papilla 8 Cereales Nestle 1200 gr,6.25,1.2,kg,1.2,papilla,carrefour
2592,4647,Papilla infantil desde 6 meses de avena. espelta y centeno Nestle sin aceite de palma 1200 g.,6.25,1.2,kg,1.2,papilla,carrefour
2593,4648,Panales Premium Ultra Protect Carrefour Baby T4 (7kg.-18kg.) 40 ud.,9.25,40.217,ud,40.217,panales,carrefour
2594,4649,Preparado de platano y fresa Nestle sin gluten sin lactosa bolsita 110 g.,0.99,0.11,kg,0.11,platano,carrefour
2595,4651,Papilla infantil desde 6 meses 8 cereales con galleta maria Nestle 900 g.,5.15,0.9,kg,0.9,papilla,carrefour
2596,4652,Tarrito de pollo con guisantes y zanahorias desde 6 meses Nutriben 235 g.,0.99,0.235,kg,0.235,guisantes congelados,carrefour
2597,4653,Tarrito de pera. platano y zanahoria desde 4 meses ecologico Hero Solo sin gluten 120 g.,1.18,0.12,kg,0.12,platano,carrefour
2598,4655,NATURNES BIO BOLSITAS Platano. manzana y pera 90 g,0.99,0.09,kg,0.09,manzanas,carrefour
2599,4656,Papilla infantil desde 6 meses 8 cereales Nestle 900 g. ,5.15,0.9,kg,0.9,papilla,carrefour
2600,4660,NATURNES BIO TARRITO Zanahoria y Boniato 125 g,1.27,0.125,kg,0.125,zanahoria,carrefour
2601,4663,Panales Carrefour Baby Ultra Dry Talla 3 (4-9 kg) 104 ud.,12.73,106.083,ud,106.083,panales,carrefour
2602,4666,Tarrito de guiso de pollo y ternera con judias verdes desde 6 meses Nutriben 235 g.,0.99,0.235,kg,0.235,judias verdes congeladas,carrefour
2603,4668,Papilla infantil desde 6 meses 8 cereales con galleta maria Nestle 1200 g.,6.25,1.2,kg,1.2,papilla,carrefour
2604,4669,Papilla 8 Cereales Nestle 1200 gr,6.25,1.2,kg,1.2,papilla,carrefour
2605,4671,Preparado de manzana. mango y kiwi desde 6 meses ecologico Naturnes Bio sin gluten pack de 4 unidades de 90 g.,2.79,0.36,kg,0.36,manzanas,carrefour
2606,4672,Tarrrito de ternera con judias verdes y zanahorias desde 6 meses Nutriben 235 g.,0.99,0.235,kg,0.235,judias verdes congeladas,carrefour
2607,4673,Tarrito de platano desde 4 meses ecologico Hero Solo sin gluten 120 g.,1.18,0.12,kg,0.12,platano,carrefour
2608,4675,Colonia para bebe fragancia original Nenuco 200 ml.,2.09,0.201,L,2.01,colonia,carrefour
