,precio,precio_rel,producto,link,Q,precio_medida,medida,Q_medida
2903,1.7,3.40 /100ml,Desodorante roll-on antitranspirante 48h 0% Alcohol Original Dove 50 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=384, 50 ml.,3.4,100ml,0.5
2904,5.1,1.27 /100ml,Desodorante en spray invisible for black & white Nivea men pack de 2 unidades de 200 ml. ,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=408, 2 unidades de 200 ml. ,1.27,100ml,4.016
2905,1.24,0.41 /100ml,Champu fresa para ninos Carrefour Kids 300 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=408, 300 ml.,0.41,100ml,3.024
2906,6.15,0.26 /ud,Compresas para perdidas de orina normal Ausonia Discreet 24 ud.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=408, 24 ud.,0.26,ud,23.654
2907,3.8,1.27 /100ml,Mascarilla capilar Liso & Brillo para cabello liso. rebelde o dificil de alisar Garnier-Fructis 300 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=408, 300 ml.,1.27,100ml,2.992
2908,2.7,1.35 /100ml,Desodorante en spray 24h anti-manchas blancas con piedra de alumbre Natur Protect Sanex 200 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=408, 200 ml.,1.35,100ml,2.0
2909,1.36,0.10 /ud,Compresas ultra finas con alas normal plus Pure Carrefour Soft 14 ud.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=408, 14 ud.,0.1,ud,13.6
2910,3.75,0.94 /100ml,Agua micelar desmaquillante para piel seca y sensible Micellair Nivea 400 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=408, 400 ml.,0.94,100ml,3.989
2911,5.0,1.25 /100ml,Locion corporal reafirmante con vitamina C para piel normal Nivea Q10 400 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=408, 400 ml.,1.25,100ml,4.0
2912,3.55,2.37 /100ml,Dentifrico antiplaca Original Binaca pack de 2 unidades de 75 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=408, 2 unidades de 75 ml.,2.37,100ml,1.498
2913,4.39,1.10 /100ml,Locion corporal ritual restaurador con aceite de coco y leche de almendras Secretos Hidratantes Dove 400 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=408, 400 ml.,1.1,100ml,3.991
2914,2.19,1.46 /100ml,Desodorante para pies en spray con aloe vera controla la sudoracion y la humedad de los pies Babaria 150 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=408, 150 ml.,1.46,100ml,1.5
2915,1.06,0.71 /100ml,Dentifrico protect fluor Dentalyss pack de 2 unidades de 75 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=408, 2 unidades de 75 ml.,0.71,100ml,1.493
2916,0.71,0.71 /100ml,Dentifrico white 2 en 1 Dentalyss 100 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=408, 2 en 1 Dentalyss 100 ml.,0.71,100ml,1.0
2917,3.09,1.54 /100ml,Champu en seco original Batiste 200 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=408, 200 ml.,1.54,100ml,2.006
2918,1.7,3.40 /100ml,Desodorante roll-on piel normal 24h con piedra de alumbre Natur Protect Sanex 50 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=408, 50 ml.,3.4,100ml,0.5
2919,3.99,1.33 /100ml,Acondicionador nutritivo aceite de flores preciosas para pelo seco L'Oreal-Elvive 300 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=408, 300 ml.,1.33,100ml,3.0
2920,4.05,5.40 /100ml,Dentifrico para dientes sensibles Sensibilidad & Encias Sensodyne 75 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=408, 75 ml.,5.4,100ml,0.75
2921,3.99,1.33 /100ml,Acondicionador anti rotura para pelos fragil y con tendencia a caerse Full Resist L'Oreal-Elvive 300 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=408, 300 ml.,1.33,100ml,3.0
2922,7.09,0.59 /ud,Preservativos sensitivo suave Durex 12 ud.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=408, 12 ud.,0.59,ud,12.017
2923,2.99,0.19 /ud,Compresas incontinencia maxi Carrefour 16 ud.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=408, 16 ud.,0.19,ud,15.737
2924,2.75,1.37 /100ml,Espuma de Afeitar Sensitive Nivea Men 200 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=408, 200 ml.,1.37,100ml,2.007
2925,2.75,1.37 /100ml,Desodorante en spray organic fresh activo con menta y te verde ecologico Byly 200 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=408, 200 ml.,1.37,100ml,2.007
2926,2.09,1.39 /100ml,Champu seco purificante con extracto de limon para pelo graso Carrefour 150 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=408, 150 ml.,1.39,100ml,1.504
2927,0.99,0.04 /ud,Toallitas desmaquillantes cara y ojos piel normal-mixta Carrefour Soft 25 ud.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=408, 25 ud.,0.04,ud,24.75
2928,1.7,3.40 /100ml,Desodorante roll-on antitranspirante 48h 0% Alcohol Original Dove 50 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=408, 50 ml.,3.4,100ml,0.5
2929,4.95,0.72 /100ml,Champu purifica & hidrata para cabellos grasos Tresemme 685 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=432, 685 ml.,0.72,100ml,6.875
2930,3.09,0.65 /100ml,Gel de ducha cuerpo y cabello BiomeProtect Dermo Kids Sanex 475 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=432, 475 ml.,0.65,100ml,4.754
2931,3.32,0.92 /100ml,Champu fortificante Adios Danos para cabello danado Garnier-Fructis 360 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=432, 360 ml.,0.92,100ml,3.609
2932,2.09,2.09 /ud,Balsamo labial Original Liposan 1 ud.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=432, 1 ud.,2.09,ud,1.0
2933,9.31,0.93 /100ml,Enjuague bucal mentol sabor suave Listerine 1 l.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=432, 1 l.,0.93,100ml,10.011
2934,4.15,0.69 /100ml,JAB.LIQUD.GLICERINA LIDA 600ML,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=432,,0.69,100ml,6.014
2935,1.88,3.76 /100ml,Desodorante roll-on extrem sin perfume maxima proteccion y cuidado 72h Byly 50 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=432, 50 ml.,3.76,100ml,0.5
2936,2.89,1.44 /100ml,Desodorante en spray tacto puro 24h anti manchas blancas NB Palmolive 200 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=432, 200 ml.,1.44,100ml,2.007
2937,1.28,0.26 /ud,Cepillo interdental 1.8mm Carrefour 5 ud.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=432, 5 ud.,0.26,ud,4.923
2938,1.12,0.37 /100ml,Laca fijacion fuerte de larga duracion Carrefour 300 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=432, 300 ml.,0.37,100ml,3.027
2939,2.95,0.74 /100ml,Gel de ducha Ice Chill Axe 400 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=432, 400 ml.,0.74,100ml,3.986
2940,4.78,1.59 /100ml,Champu suave para pieles atopicas Instituto Espanol 300 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=432, 300 ml.,1.59,100ml,3.006
2941,1.5,0.05 /ud,Protegeslip multiforma frescor perfume sintetico Carrefour 30 ud.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=432, 30 ud.,0.05,ud,30.0
2942,4.09,1.11 /100ml,Champu ultra reparador ultimate repair para cabello muy danado y seco Gliss 370 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=432, 370 ml.,1.11,100ml,3.685
2943,2.85,3.80 /100ml,Dentifrico con ingredientes antibacterianos advanced accion visible 12h de proteccion Total Accion Visible Colgate 75 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=432, 75 ml.,3.8,100ml,0.75
2944,3.99,1.33 /100ml,Mascarilla capilar balsamo nutritivo aceite extraordinario L'Oreal Elvive 300 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=432, 300 ml.,1.33,100ml,3.0
2945,3.32,0.92 /100ml,Champu fortificante Anticaspa para cabello normal Garnier-Fructis 360 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=432, 360 ml.,0.92,100ml,3.609
2946,1.45,0.05 /ud,Compresas ultra finas normal con alas 28 ud.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=432, 28 ud.,0.05,ud,29.0
2947,4.69,1.74 /100ml,Crema de peinado sin aclarado para rizos disciplinados anti-encrespamiento 24h Pantene Pro-V 270 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=432, 270 ml.,1.74,100ml,2.695
2948,9.95,1.11 /100ml,Champu anticaspa Classic H&S 900 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=432, 900 ml.,1.11,100ml,8.964
2949,3.99,1.33 /100ml,Mascarilla capilar coco hidratante Botanique Tresemme 300 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=432, 300 ml.,1.33,100ml,3.0
2950,4.85,0.57 /100ml,Acondicionador liso y sedoso proteinas de seda & aceite de argan para cabello seco y tendencia a encresparse Tresemme 855 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=432, 855 ml.,0.57,100ml,8.509
2951,1.7,3.40 /100ml,Desodorante roll-on invisible dry Dove 50 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=432, 50 ml.,3.4,100ml,0.5
2952,1.7,3.40 /100ml,Desodorante roll-on antitranspirante 48h 0% Alcohol Original Dove 50 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=432, 50 ml.,3.4,100ml,0.5
2953,2.39,2.39 /100ml,Quitaesmaltes sin acetona Cutex 100 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=456, 100 ml.,2.39,100ml,1.0
2954,4.75,1.19 /100ml,Agua micelar en aceite Skin Active Garnier 400 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=456, 400 ml.,1.19,100ml,3.992
2955,1.5,1.50 /ud,Esponja de bano bebe dermo Carrefouer 1 ud.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=456, 1 ud.,1.5,ud,1.0
2956,1.6,0.80 /100ml,Crema corporal Rosa Mosqueta pieles secas Carrefour 200 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=456, 200 ml.,0.8,100ml,2.0
2957,2.39,0.08 /ud,VITESSE TOALLITAS P.MIXTAS X20,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=456,,0.08,ud,29.875
2958,8.25,8.25 /100ml,Aceite extraordinario tratamiento uso universal L'Oreal Elvive 100 ml. ,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=456, 100 ml. ,8.25,100ml,1.0
2959,4.49,1.15 /100ml,Mascarilla capilar 3 en 1 Hair Food sandia revitalizante para cabello apagado Garnier-Fructis 390 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=456, 3 en 1 Hair Food sandia revitalizante para cabello apagado Garnier-Fructis 390 ml.,1.15,100ml,3.904
2960,1.2,0.16 /100ml,Gel de ducha hidratante colonia Carrefour 750 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=456, 750 ml.,0.16,100ml,7.5
2961,1.65,0.41 /100ml,Aceite corporal aloe vera Carrefour 400 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=456, 400 ml.,0.41,100ml,4.024
2962,4.69,0.16 /ud,Tabletas limpiadoras para protesis dentales accion desinfectante con oxigeno activo Polident 30 ud.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=456, 30 ud.,0.16,ud,29.313
2963,9.95,1.11 /100ml,Champu anticaspa Menthol Fresh H&S 900 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=456, 900 ml.,1.11,100ml,8.964
2964,2.39,0.06 /ud,Toallitas Desmaquilladoras Refrescantes Piel normal/mixta Nivea 40 ud.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=456, 40 ud.,0.06,ud,39.833
2965,3.75,0.25 /100ml,Gel de ducha Frescor de Colonia Natural Honey 1500 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=456, 1500 ml.,0.25,100ml,15.0
2966,3.8,1.27 /100ml,Mascarilla capilar Nutri Repair Butter para cabello muy seco y danado Garnier-Fructis 300 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=456, 300 ml.,1.27,100ml,2.992
2967,2.2,0.55 /100ml,Crema corporal hidratante para pieles atopicas Carrefour 400 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=456, 400 ml.,0.55,100ml,4.0
2968,8.35,4.17 /100ml,Tratamiento capilar de 8 segundos para cabellos largos y danados con tecnologia lamelar Elvive Dream Long Magic L'Oreal Paris 200 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=456, 8 segundos para cabellos largos y danados con tecnologia lamelar Elvive Dream Long Magic L'Oreal Paris 200 ml.,4.17,100ml,2.002
2969,1.92,2.56 /100ml,Dentifrico anticaries blanqueador frescor Triple Action Extra White Colgate 75 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=456, 75 ml.,2.56,100ml,0.75
2970,2.7,1.35 /100ml,Desodorante en spray dermo extra control 48h pH Balance Sanex 200 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=456, 200 ml.,1.35,100ml,2.0
2971,2.13,1.42 /100ml,Desodorante en spray Fresh Gold Axe 150 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=456, 150 ml.,1.42,100ml,1.5
2972,7.3,0.49 /ud,Maquinillas desechable para hombre Blue II Gillette 15 ud.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=456, 15 ud.,0.49,ud,14.898
2973,4.67,1.17 /100ml,Body milk nutritivo Bajo la Ducha para piel seca Nivea 400 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=456, 400 ml.,1.17,100ml,3.991
2974,1.7,3.40 /100ml,Desodorante roll-on antitranspirante 48h 0% Alcohol Original Dove 50 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=456, 50 ml.,3.4,100ml,0.5
2975,2.49,0.42 /100ml,Gel de ducha nutritivo Lactovit 600 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=480, 600 ml.,0.42,100ml,5.929
2976,4.5,1.12 /ud,Maquinillas desechables Sensor3 Gillette 4 ud.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=480, 4 ud.,1.12,ud,4.018
2977,2.7,0.45 /100ml,Laca clasica Nelly 600 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=480, 600 ml.,0.45,100ml,6.0
2978,2.3,0.77 /100ml,Espuma de afeitar con sales minerales y Pro-Vitamina B5 Classic La Toja 300 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=480, 300 ml.,0.77,100ml,2.987
2979,1.33,1.33 /100ml,Crema de manos reparadora secas y danadas Carrefour 100 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=480, 100 ml.,1.33,100ml,1.0
2980,5.49,5.49 /ud,Mascara de pestanas Wonder´Lux Volume nº 001 Black Rimmel London 1 ud.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=480, 001 Black Rimmel London 1 ud.,5.49,ud,1.0
2981,1.34,0.10 /ud,Compresas ultra finas con alas Teen Day Carrefour Soft 14 ud.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=480, 14 ud.,0.1,ud,13.4
2982,3.85,0.96 /100ml,Agua micelar desmaquillante para piel normal y mixta Micellair Nivea 400 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=480, 400 ml.,0.96,100ml,4.01
2983,3.09,1.03 /100ml,Champu purificante con arcilla suave y limon Original Remedies 300 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=480, 300 ml.,1.03,100ml,3.0
2984,1.58,1.05 /100ml,Gomina xtrema 'Control Total' Giorgi 150 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=480, 150 ml.,1.05,100ml,1.505
2985,3.99,0.80 /100ml,Gel de ducha hidratante con extracto de almendra dulce ecologica Carrefour Soft Bio 500 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=480, 500 ml.,0.8,100ml,4.988
2986,1.06,3.03 /100ml,Desodorante Dove 35 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=480, 35 ml.,3.03,100ml,0.35
2987,3.49,1.16 /100ml,Champu anticaspa y acondicionador Todo en uno Citrus Fresh H&S 300 ml. ,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=480, 300 ml. ,1.16,100ml,3.009
2988,3.89,0.19 /ud,Compresas para perdidas de orina mini Ausonia Discreet 20 ud.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=480, 20 ud.,0.19,ud,20.474
2989,1.61,0.06 /ud,Protegeslip & tanga negro Carrefour 28 ud.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=480, 28 ud.,0.06,ud,26.833
2990,1.2,0.16 /100ml,Gel de ducha frutal Carrefour 750 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=480, 750 ml.,0.16,100ml,7.5
2991,27.7,3.46 /ud,Recambios maquinilla Fusion5 Gillette 8 ud.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=480, 8 ud.,3.46,ud,8.006
2992,4.19,1.86 /100ml,Champu sin siliconas para pelo con cuerpo y volumen Volumen & Nutricion biotina + agua de rosas Miracles Pantene Pro-V 225 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=480, 225 ml.,1.86,100ml,2.253
2993,4.05,0.20 /ud,Compresas de incontinencia discreet mini Tena 20 ud.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=480, 20 ud.,0.2,ud,20.25
2994,1.06,1.18 /100ml,Acondicionador para cabello debil o danado Repara & Protege Pantene Pro-V 90 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=480, 90 ml.,1.18,100ml,0.898
2995,3.29,0.82 /100ml,Acondicionador bifasico desenreda y acondiciona Nelly 400 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=480, 400 ml.,0.82,100ml,4.012
2996,2.85,0.48 /100ml,Champu antioxidante de cebolla Babaria 600 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=480, 600 ml.,0.48,100ml,5.938
2997,1.7,3.40 /100ml,Desodorante roll-on antitranspirante 48h 0% Alcohol Original Dove 50 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=480, 50 ml.,3.4,100ml,0.5
2998,4.49,0.16 /ud,Compresas Cottonlike normal plus con alas Evax 28 ud.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=504, 28 ud.,0.16,ud,28.062
2999,2.09,0.52 /100ml,Champu Romero para cabello graso Les Cosmetiques -Nectar of Beauty 500 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=504, 500 ml.,0.52,100ml,4.019
3000,2.45,1.22 /100ml,Desodorante en spray Men Motion Sense Active proteccion+ anti-transpirant Rexona 200 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=504, 200 ml.,1.22,100ml,2.008
3001,3.32,0.92 /100ml,Champu fortificante Pure Fresh Pepino Purificante para cabello graso Garnier-Fructis 360 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=504, 360 ml.,0.92,100ml,3.609
3002,7.19,0.96 /100ml,Agua de colonia Gotas Frescas Instituto Espanol 750 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=504, 750 ml.,0.96,100ml,7.49
3003,3.05,0.76 /100ml,Leche corporal hidratante con aceite de oliva para piel seca Nivea 400 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=504, 400 ml.,0.76,100ml,4.013
3004,4.29,1.07 /100ml,Locion corporal cuidado envolvente para piel seca con manteca de karite Cuidado Nutritivo Dove 400 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=504, 400 ml.,1.07,100ml,4.009
3005,1.39,0.10 /ud,Compresa ultra finas normal con alas Carrefour Soft 14 ud.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=504, 14 ud.,0.1,ud,13.9
3006,3.0,1.50 /100ml,Desodorante en spray respect & control de olor 24h Zero% Sanex Men 200 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=504, 200 ml.,1.5,100ml,2.0
3007,2.09,2.09 /ud,Esponja de bano infantil Bob Esponja Suavipiel 1 ud.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=504, 1 ud.,2.09,ud,1.0
3008,1.9,3.80 /100ml,Dentifrico anti-manchas Denivit 50 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=504, 50 ml.,3.8,100ml,0.5
3009,1.06,1.18 /100ml,Champu Repara & Protege Pantene Pro-V 90 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=504, 90 ml.,1.18,100ml,0.898
3010,2.06,4.12 /100ml,Desodorante roll-on 24h Zero% Respect & Control de olor Sanex Men 50 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=504, 50 ml.,4.12,100ml,0.5
3011,2.15,0.09 /ud,Esponja impregnada de gel dermatologico solido pH neutro Genocure 24 ud,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=504, 24 ud,0.09,ud,23.889
3012,0.67,0.89 /100ml,Dentifrico Xtra White Dentalyss 75 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=504, 75 ml.,0.89,100ml,0.753
3013,3.08,0.11 /ud,Protegeslip para incontinencia de orina ultra mini Discreet Tena 28 ud.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=504, 28 ud.,0.11,ud,28.0
3014,1.9,0.38 /100ml,Enjuague Bucal Gingival Carrefour Soft 500 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=504, 500 ml.,0.38,100ml,5.0
3015,9.95,1.11 /100ml,Champu anticaspa y acondicionador Classic 2 en 1 H&S 900 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=504, 900 ml.,1.11,100ml,8.964
3016,2.29,3.05 /100ml,Crema de manos protectora forte para piel extra seca Eudermin 75 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=504, 75 ml.,3.05,100ml,0.751
3017,2.05,0.68 /100ml,Jabon de manos mouse melon Carrefour 300 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=504, 300 ml.,0.68,100ml,3.015
3018,4.49,1.28 /100ml,Champu Hair Food sandia revitalizante Garnier-Fructis 350 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=504, 350 ml.,1.28,100ml,3.508
3019,5.29,0.88 /100ml,Champu reconstituyente Tesoros de Miel para pelo danado Original Remedies Garnier 600 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=504, 600 ml.,0.88,100ml,6.011
3020,1.7,3.40 /100ml,Desodorante roll-on antitranspirante 48h 0% Alcohol Original Dove 50 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=504, 50 ml.,3.4,100ml,0.5
3021,2.99,0.75 /100ml,Champu aloe vera ecologico Carrefour Soft Bio 400 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=528, 400 ml.,0.75,100ml,3.987
3022,5.09,1.27 /100ml,Champu volumen con pomelo blanco y menta mosa bio:renew Herbal Essences 400 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=528, 400 ml.,1.27,100ml,4.008
3023,4.95,0.72 /100ml,Acondicionador purifica & hidrata para cabellos grasos Tresemme 685 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=528, 685 ml.,0.72,100ml,6.875
3024,1.2,0.16 /100ml,Gel de ducha Sales minerales Carrefour 750 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=528, 750 ml.,0.16,100ml,7.5
3025,3.29,3.29 /ud,Cepillo de dientes medio elimina las bacterias bucales 360 Colgate 1 ud.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=528, 360 Colgate 1 ud.,3.29,ud,1.0
3026,5.29,5.29 /100ml,Serum antiencrespamiento Stop Frizz para pelo largo y encrespado Dream Long L'Oreal-Elvive 100 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=528, 100 ml.,5.29,100ml,1.0
3027,2.29,1.14 /ud,Balsamo labial hidratante Carrefour Soft 2 ud.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=528, 2 ud.,1.14,ud,2.009
3028,0.99,0.03 /ud,Arcos dentales para la limpieza interdental Carrefour 30 ud.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=528, 30 ud.,0.03,ud,33.0
3029,4.62,0.12 /ud,Tampones regular Tampax 40 ud.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=528, 40 ud.,0.12,ud,38.5
3030,1.06,1.06 /ud,Lima profesional Fussy 1 ud. ,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=528, 1 ud. ,1.06,ud,1.0
