,producto,precio,cantidad,medida
480,Alcaparrones Hacendado en vinagre,1.7,64.8,kg
481,Berenjenas de Almagro Antonio alino suave,1.89,280.0,kg
482,Jalapenos picantes Hacendado en vinagre,1.45,8.1,kg
483,Altramuces Dorisol,1.0,0.285,kg
484,Mix de pepinillos y cebollitas Hacendado,1.25,247.9,kg
485,Guindillas picantes El Cabildo en vinagre,1.0,38.4,kg
486,Piparra Hacendado,2.5,35.625,kg
487,Nuez natural Hacendado pelada,2.6,0.2,kg
488,Pistacho tostado Hacendado con sal,3.6,0.3,kg
489,Pipas girasol tostadas Hacendado gigante con sal,1.05,0.2,kg
490,Pistacho tostado Hacendado 0% sal anadida,1.8,0.15,kg
491,Cacahuete frito con sal Borges pelado,0.8,0.25,kg
492,Pipas girasol tostadas Hacendado gigante aguasal,1.05,0.2,kg
493,Anacardo natural Hacendado,2.0,0.15,kg
494,Palomitas de maiz con sal Hacendado para microondas,0.75,0.81,kg
495,Anacardo frito salado Hacendado,2.1,0.2,kg
496,Avellana tostada Hacendado 0% sal anadida pelada,2.9,0.2,kg
497,Almendra tostada y salada Hacendado con piel,2.8,0.2,kg
498,Cacahuete frito y salado Hacendado con piel,1.0,0.25,kg
499,Maiz frito crujiente y tierno Hacendado,0.95,0.17,kg
500,Almendra frita y salada Hacendado pelada,2.9,0.2,kg
501,Cacahuete tostado Hacendado 0% sal anadida,1.35,0.4,kg
502,Almendra tostada Hacendado 0% sal anadida con piel,3.1,0.2,kg
503,Maiz palomitas Casa Mayor,0.7,0.25,kg
504,Maiz frito gigante Hacendado,0.9,0.15,kg
505,Nuez macadamia Hacendado tostada con sal,2.7,0.1,kg
506,Mezcla semillas Hacendado,1.1,0.2,kg
507,Pipas calabaza natural Hacendado peladas,1.65,0.15,kg
508,Castanas tostadas y peladas Hacendado,1.35,0.1,kg
509,Cacahuete frito con miel Hacendado,1.5,0.2,kg
510,Cacahuete tostado con sal Hacendado,1.35,0.4,kg
511,Semillas chia Hacendado,1.25,0.15,kg
512,Pipas de girasol fritas Hacendado peladas,0.9,0.2,kg
513,Pipas girasol tijuana Grefusa,1.59,0.2,kg
514,Palomitas de maiz sabor mantequilla Hacendado para microondas,1.15,0.81,kg
515,Almendra natural Hacendado sin piel,2.2,0.125,kg
516,Pipas de calabaza tostadas Hacendado peladas,1.9,0.15,kg
517,Semillas sesamo tostado Nat Sanno,1.15,0.15,kg
518,Pipas girasol barbacoa Hacendado,1.1,0.2,kg
519,Castanas,2.49,0.5,kg
520,Pipas girasol naturales Hacendado peladas,0.85,0.2,kg
521,Semillas lino dorado Hacendado,1.0,0.15,kg
522,Nuez natural Hacendado,3.5,0.6,kg
523,Pipas calabaza tostadas Hacendado aguasal,1.05,0.125,kg
524,Pipas girasol tostadas Hacendado 0% sal anadida,0.87,0.125,kg
525,Pinones Hacendado,1.55,0.1,kg
526,Peladillas Hacendado,1.45,0.15,kg
527,Pistacho natural Hacendado pelado,2.55,0.1,kg
528,Almendra frita marcona Hacendado con sal pelada,3.55,0.2,kg
529,Nuez Pecana natural Hacendado pelada,3.8,0.2,kg
530,Palomitas de maiz dulces Hacendado para microondas,1.5,0.945,kg
531,Cacahuete tostado Hacendado pelado 0% sal anadida,1.0,0.2,kg
532,Cacahuete en polvo desgrasado + proteinas Hacendado 14 g proteinas 70% reducido en grasa,3.0,0.2,kg
533,Cocktail mezcla Hacendado,1.2,0.3,kg
534,Combinado frutos secos Hacendado,2.0,0.15,kg
535,Cocktail crunchy sabores Hacendado,1.95,0.2,kg
536,Cocktail rodeo Hacendado,1.75,0.25,kg
537,Cocktail natural Hacendado,2.35,0.18,kg
538,Cocktail mix natural Hacendado,1.0,0.05,kg
539,Cocktail tostado 0% sal anadida Hacendado,2.15,0.175,kg
540,Cocktail tostado y ahumado Hacendado,2.15,0.175,kg
541,Cocktail fruta deshidratada Hacendado,1.4,0.2,kg
542,Cocktail picante Hacendado,1.55,0.2,kg
543,Cocktail rumba Hacendado,2.0,0.5,kg
544,Cocktail Mixbeans edamame & soja tostados y salados Hacendado,1.3,0.1,kg
545,Pasas sultanas sin semillas Hacendado,1.8,0.35,kg
546,Mango deshidratado Hacendado,1.3,0.06,kg
547,Manzana roja deshidratada Hacendado,0.7,0.02,kg
548,Ciruelas desecadas sin hueso Hacendado,1.95,0.25,kg
549,Datiles sin hueso Hacendado,2.25,0.35,kg
550,Arandanos deshidratados Hacendado,2.0,0.2,kg
551,Pina deshidratada Hacendado,1.05,0.05,kg
552,Orejones albaricoque Hacendado,2.0,0.2,kg
553,Datiles en rama Casa Pons,1.25,0.2,kg
554,Pasas moscatel sin semillas Hacendado,2.15,0.35,kg
555,Higo seco Villacruz,2.15,0.5,kg
556,Higos tiernos deshidratados Noberasco,1.7,0.2,kg
557,Pan de higo con almendras De Juan,2.1,0.2,kg
558,Pan de datil con nueces De Juan,2.1,0.2,kg
559,Fruta surtida confitada Frutas 1943,2.85,0.3,kg
560,Calabaza glaseada Frutas 1943,2.2,0.25,kg
561,Datiles Medjoul con hueso Hacendado,3.7,0.215,kg
562,Patatas fritas estilo tradicional Hacendado,0.65,0.15,kg
563,Patatas fritas extra crujientes Hacendado,1.35,0.18,kg
564,Patatas fritas corte ondulado Hacendado,0.58,0.18,kg
565,Patatas fritas receta churreria Hacendado,0.85,0.15,kg
566,Patatas fritas onduladas Hacendado sabor jamon serrano,0.9,0.17,kg
567,Patatas fritas crujientes a la sarten Hacendado,1.5,0.3,kg
568,Patatas fritas al punto de sal Lay's,1.4,0.207,kg
569,Patatas fritas sabor limon y pimienta Hacendado,0.9,0.13,kg
570,Patatas fritas onduladas Ruffles sabor jamon,1.4,0.2,kg
571,Patatinas extra crujientes Hacendado,1.05,0.12,kg
572,Patatas light Hacendado,0.87,0.15,kg
573,Patatas fritas sabor huevo frito Hacendado,0.9,0.13,kg
574,Patatas fritas receta campesina Lay's,1.56,0.16,kg
575,Pringles original,1.95,0.165,kg
576,Varitas sabor ketchup Hacendado,0.8,0.075,kg
577,Pringles sabor crema agria y cebolla,1.95,0.165,kg
578,Patatas fritas 0% sal anadida Hacendado,0.79,0.13,kg
579,Patatas fritas onduladas Munchos sabor queso,1.15,0.15,kg
580,Trigo snack sabor ahumado Hacendado,0.6,0.08,kg
581,Patatas fritas sabor chili y lima Hacendado,1.0,0.13,kg
582,Patatas fritas paja Hacendado,1.25,0.2,kg
583,Patatas fritas sabor pollo y limon Hacendado,1.05,0.13,kg
584,Patatas fritas sabor sal y vinagre Hacendado,1.0,0.13,kg
585,Nachos Hacendado,0.85,0.15,kg
586,Conos sabor bacon y queso Hacendado,0.55,0.1,kg
587,Triangulos de maiz Tex-Mex Doritos,1.4,0.167,kg
588,Pandilla sabor queso Cheetos,1.29,0.075,kg
589,Tiras de maiz frito sabor barbacoa Hacendado,0.55,0.15,kg
590,Nachos tex-mex Hacendado sabor queso,0.85,0.15,kg
591,Galletitas saladas Hacendado,1.05,0.35,kg
592,Combinado de aperitivos Hacendado,1.2,0.2,kg
593,Cuquitos sabor queso Hacendado,0.6,0.1,kg
594,Cuquis Hacendado,0.75,0.08,kg
595,Manzana roja deshidratada Hacendado,0.7,0.02,kg
596,Garfitos de maiz sabor queso Hacendado,0.55,0.08,kg
597,Tortitas de maiz con legumbres Hacendado,1.0,0.07,kg
598,Snack de gamba Hacendado,0.95,0.06,kg
599,Bombitas de maiz sabor mantequilla Hacendado,0.65,0.08,kg
600,Torreznos Hacendado,1.4,0.12,kg
601,Torreznos sabor barbacoa Hacendado,1.25,0.1,kg
602,Snacks de lenteja sabor queso y especias Snatt's,1.15,0.09,kg
603,Bolitas sabor barbacoa Hacendado,0.75,0.125,kg
604,Pina deshidratada Hacendado,1.05,0.05,kg
605,Varitas de patata Hacendado,0.8,0.075,kg
606,Cocktail galletitas de aperitivo Hacendado,1.2,0.3,kg
607,Cortezas,0.59,0.075,kg
608,Palomitas caramelo Hacendado,1.15,0.12,kg
609,Snack de alga con arroz Hacendado,1.5,0.02,kg
610,Super cuquis La Llanura,1.15,0.06,kg
611,Pelotazos sabor queso Cheetos,1.29,0.13,kg
612,Nachos Padrisimos Hacendado sabor guacamole,1.1,0.15,kg
613,Aros de maiz Hacendado,0.9,0.12,kg
614,Snack de maiz sabor barbacoa Estrella,1.1,0.14,kg
615,Snack multicereal Hacendado,1.0,0.1,kg
616,Jumpers de maiz sabor mantequilla,0.85,0.08,kg
617,Triangulos de patata Estrella sabor jamon,1.1,0.078,kg
618,Surtido de snacks Picoteo de maiz y patata Tosfrit,0.85,0.09,kg
619,Arroz redondo Hacendado,0.79,1.0,kg
620,Arroz cocido basmati Sabroz,1.05,0.25,kg
621,Arroz cocido integral Sabroz,1.0,0.25,kg
622,Arroz bomba Hacendado,2.65,1.0,kg
623,Arroz cocido redondo Sabroz,1.0,0.25,kg
624,Quinoa cocida blanca y roja Sabroz,1.35,0.25,kg
625,Arroz largo Hacendado,0.9,1.0,kg
626,Arroz redondo J Sendra Hacendado,1.1,1.0,kg
627,Arroz basmati aromatico Hacendado,2.1,1.0,kg
628,Cous cous mediano Bia,1.9,1.0,kg
629,Arroz integral redondo Hacendado,1.5,1.0,kg
630,Quinoa Hacendado,2.5,0.5,kg
631,Arroz vaporizado Hacendado,1.15,1.0,kg
632,Arroz redondo Sabroz,1.76,1.0,kg
633,Arroz Jazmin aromatico Hacendado,1.9,1.0,kg
634,Arroz arborio especial risotto Hacendado,2.16,1.0,kg
635,Arroz especial ensaladas y guarnicion Hacendado,2.3,1.0,kg
636,Arroz redondo SOS,1.52,1.0,kg
637,Arroz vaporizado Brillante,1.59,1.0,kg
638,Arroz integral largo Hacendado,1.5,1.0,kg
639,Garbanzo cocido Hacendado,0.67,228.0,kg
640,Garbanzo cocido Hacendado,0.55,61.95,kg
641,Garbanzo cocido pedrosillano Hacendado,0.8,228.0,kg
642,Garbanzo Hacendado,1.9,1.0,kg
643,Garbanzo cocido con espinacas Hacendado,1.15,213.75,kg
644,Garbanzo pedrosillano Hacendado,1.99,1.0,kg
645,Garbanzo lechoso andaluz Hacendado,2.5,1.0,kg
646,Alubia cocida blanca Hacendado,0.6,228.0,kg
647,Alubia cocida blanca Hacendado,0.5,61.95,kg
648,Alubia cocida roja Hacendado,0.8,228.0,kg
649,Alubia cocida pinta Hacendado,0.8,228.0,kg
650,Alubia blanca Hacendado,1.55,1.0,kg
651,Alubia cocida con verduras Hacendado,1.0,239.4,kg
652,Alubia negra Hacendado,1.1,0.5,kg
653,Alubia roja Hacendado,1.3,0.5,kg
654,Alubia cocida granja Hacendado,1.15,199.5,kg
655,Alubia pinta Hacendado,2.0,1.0,kg
656,Alubia granja Hacendado,2.3,0.5,kg
657,Lenteja cocida Hacendado,0.6,228.0,kg
658,Lenteja pardina Hacendado,1.65,1.0,kg
659,Lenteja cocida pardina Hacendado,0.7,228.0,kg
660,Lenteja cocida pardina Hacendado,0.55,61.95,kg
661,Lenteja rapida Hacendado,1.72,1.0,kg
662,Soja texturizada grano fino Hacendado,1.5,0.25,kg
663,Lenteja Hacendado,1.3,1.0,kg
664,Lenteja pelada Hacendado,1.95,0.5,kg
665,Fideo cabello de angel Hacendado,0.7,0.5,kg
666,Fideua Hacendado,0.7,0.5,kg
667,Fideo grueso Hacendado,0.7,0.5,kg
668,Pasta estrellas Hacendado,0.7,0.5,kg
669,Pasta maravilla Hacendado,0.7,0.5,kg
670,Fideo mediano Hacendado,0.7,0.5,kg
671,Fideo al huevo Hacendado,1.1,0.5,kg
672,Pasta infantil con vegetales Hacendado,0.8,0.5,kg
673,Fideo integral Hacendado,0.95,0.5,kg
674,Semola de trigo fina Nurture,1.0,0.5,kg
675,Tapioca Tipiak,1.45,0.225,kg
676,Fideo sin gluten con quinoa Felicia,1.59,0.5,kg
677,Pajaritas vegetales Hacendado,0.8,0.5,kg
678,Penne integral Hacendado,0.8,0.5,kg
679,Tortiglioni Armando,0.85,0.5,kg
680,Helices con vegetales Hacendado,1.3,1.0,kg
681,Macarron fino Hacendado,0.65,0.5,kg
682,Macarron al huevo Hacendado,1.1,0.5,kg
683,Macarron Hacendado,1.1,1.0,kg
684,Macarron rayado Hacendado,0.65,0.5,kg
685,Penne Armando,0.85,0.5,kg
686,Fusilli 100% lentejas rojas Felicia,1.45,0.25,kg
687,Trottole vegetales Hacendado,0.95,0.5,kg
688,Fusilli Armando,0.85,0.5,kg
689,Pasta tiburon Hacendado,0.65,0.5,kg
690,Penne sin gluten Felicia,1.59,0.5,kg
691,Penne de trigo sarraceno Felicia,1.45,0.25,kg
692,Helices Hacendado,0.65,0.5,kg
693,Macarron Hacendado,0.65,0.5,kg
694,Fusilli sin gluten vegetales Felicia,1.59,0.5,kg
695,Tallarin Hacendado,0.65,0.5,kg
696,Spaghetti integral Hacendado,0.8,0.5,kg
697,Spaghetti fino Hacendado,0.65,0.5,kg
698,Nidos al huevo tagliatelle Hacendado,1.2,0.5,kg
699,Spaghetti al huevo Hacendado,1.1,0.5,kg
700,Nidos vegetales Hacendado,1.2,0.5,kg
701,Spaghetti Hacendado,1.1,1.0,kg
702,Spaghetti Armando,0.85,0.5,kg
703,Spaghetti Hacendado,0.65,0.5,kg
704,Tagliatelle frescos al huevo Hacendado,1.0,0.25,kg
705,Spaghetti sin gluten con quinoa Felicia,1.59,0.5,kg
706,Tortellini con carne Pagani,0.85,0.25,kg
707,Tortelloni fresco carne Hacendado,1.59,0.25,kg
708,Ravioli fresco requeson y espinacas Hacendado,1.59,0.25,kg
709,Tortellini con tres quesos Pagani,0.85,0.25,kg
710,Gnocchi frescos Hacendado,1.09,0.5,kg
711,Medialunas frescas setas con boletus Bel Canto,1.98,0.25,kg
712,Girasoles frescos con quesos Hacendado,1.59,0.25,kg
713,Tortellini con ricotta y espinacas Pagani,0.99,0.25,kg
714,Medialunas frescas parmigiano reggiano y trufa Bel Canto,2.25,0.25,kg
715,Redondos frescos berenjena. tomate y mozzarella Bel Canto,1.98,0.25,kg
716,Medialunas frescas calabaza y crema de quesos Bel Canto,1.98,0.25,kg
717,Tortelloni fresco albahaca Hacendado,1.59,0.25,kg
718,Gnocchi frescos al pesto Hacendado,1.75,0.4,kg
719,Tortellini fresco jamon Hacendado,1.4,0.25,kg
720,Tortelloni fresco sin gluten carne Hacendado,2.25,0.25,kg
721,Placas para lasana precocidas El Pavo,1.25,3.6,kg
722,Placas para canelones tradicionales Hacendado,0.59,3.2,kg
723,Cannelloni tubos precocidos Hacendado,1.2,6.0,kg
724,Lasana sin gluten de maiz y arroz Felicia,2.35,0.25,kg
725,Pasta oriental sabor pollo frango Maggi,0.69,0.071,kg
726,Fideos orientales Yakisoba classic Gallina Blanca,1.59,0.093,kg
727,Fideos orientales Yatekomo de pollo Gallina Blanca,2.85,0.18,kg
728,Fideos orientales Yatekomo de pollo Gallina Blanca,1.15,0.06,kg
729,Fideos orientales Yakisoba de pollo Gallina Blanca,1.59,0.093,kg
730,Fideos orientales Yakisoba curry Hacendado,1.1,0.08,kg
731,Fideos orientales Yakisoba sabor pollo Hacendado,1.1,0.08,kg
732,Fideos orientales Yakisoba sabor pollo Hacendado,0.85,0.09,kg
733,Pasta oriental sabor gamba camarao Maggi,0.69,0.071,kg
734,Fideos orientales Yakisoba soja Hacendado,1.1,0.08,kg
735,Fideos orientales Yakisoba soja Hacendado,0.85,0.09,kg
736,Fideos orientales Yatekomo Gallina Blanca,1.15,0.061,kg
737,Fideos orientales Yatekomo Gallina Blanca,2.85,0.183,kg
738,Noodles sabor pollo Hacendado,0.8,0.065,kg
739,Noodles sabor gamba Hacendado,0.8,0.065,kg
740,Noodles sabor picante Hacendado,0.8,0.065,kg
741,Ramen con panceta Hacendado,2.2,0.18,kg
742,Azucar blanco,1.44,2.0,kg
743,Azucar blanco,0.73,1.0,kg
744,Azucar blanco en sobres Acor,1.15,17.5,kg
745,Azucar moreno de cana Acor,1.65,1.0,kg
746,Azucar moreno de cana integral en sobres Acor,1.3,17.5,kg
747,Panela azucar moreno de cana integral Hacendado,1.8,0.5,kg
748,Azucar glas Hacendado,1.19,0.3,kg
749,Azucar Mascavado Hacendado,1.5,0.5,kg
750,Edulcorante liquido sacarina Hacendado,0.9,0.15,L
751,Edulcorante en pastillas sacarina Hacendado,1.05,44.2,kg
752,Edulcorante en sobres sacarina Hacendado,1.2,3.6,kg
753,Sirope de agave,2.5,0.35,kg
754,Edulcorante liquido stevia Hacendado,2.0,0.15,L
755,Edulcorante granulado stevia Hacendado,2.96,0.2,kg
756,Edulcorante en pastillas stevia Hacendado,1.75,1.575,kg
757,Edulcorante en sobres stevia Hacendado,1.9,2.916,kg
758,Edulcorante en pastillas aspartamo Hacendado,1.75,25.35,kg
759,Fructosa Hacendado,3.15,0.75,kg
760,Edulcorante sucralosa Hacendado,1.95,0.2,kg
761,Chicle menta fresca gragea Hacendado,2.25,7.0,kg
762,Chicle menta fuerte gragea Hacendado,0.8,1.44,kg
763,Chicle menta fuerte gragea Hacendado,1.8,7.0,kg
764,Chicle hierbabuena gragea Hacendado,0.8,1.44,kg
765,Chicle hierbabuena gragea Hacendado,1.8,7.0,kg
766,Chicle hierbabuena lamina Hacendado,0.6,0.372,kg
767,Chicle menta suave gragea Hacendado,0.8,1.44,kg
768,Chicle fresa gragea Hacendado,0.8,1.44,kg
769,Chicle fresa gragea Hacendado,1.8,7.0,kg
770,Chicle fresa lamina Hacendado,0.6,0.372,kg
771,Chicle original sabor frutas gragea Hacendado,0.8,1.44,kg
772,Chicle regaliz y menta gragea Hacendado,0.8,1.44,kg
773,Chicle sandia lamina Hacendado,0.6,0.372,kg
774,Chicle XXL gragea Hacendado,1.6,2.5,kg
775,Chicle jengibre gragea Hacendado,1.0,1.44,kg
776,Chicle mentol mix XXL gragea Hacendado,1.6,2.5,kg
777,Chicles surtidos gragea Hacendado,1.4,3.264,kg
778,Caramelos nata Dolis 0% azucares,0.95,0.09,kg
779,Caramelos cafe Dolis 0% azucares,0.95,0.09,kg
780,Caramelos sabor eucalipto y mentol Hacendado 0% azucares,0.85,0.09,kg
781,Caramelos surtidos 6 sabores Hacendado,1.9,0.5,kg
782,Caramelos eucaliptus mentol Respiral Halls,1.2,0.15,kg
783,Caramelos citricos mix Halls,1.95,0.128,kg
784,Caramelos limon mentol Respiral Halls,1.2,0.15,kg
785,Caramelos original Halls,1.95,0.128,kg
786,Caramelos blandos Hacendado,1.2,0.3,kg
787,Caramelos blandos rellenos Dolis,1.58,0.3,kg
788,Caramelos sabor regaliz y mentol Hacendado 0% azucares,0.95,0.09,kg
789,Caramelos con palo 4 sabores Chupa Chups,1.4,1.728,kg
790,Caramelos menta minigrageas Smint,1.99,0.016,kg
791,Caramelos mantequilla y nata Werther's original,1.55,0.15,kg
792,Caramelos regaliz mentol Respiral Halls,1.2,0.15,kg
793,Caramelos jengibre y propolis Hacendado 0% azucares,1.2,0.09,kg
794,Caramelos Mix Fruits Hacendado 0% azucares,0.95,0.1,kg
795,Chocolate extrafino negro Hacendado,1.05,0.1,kg
796,Chocolate negro Hacendado fundir,0.9,0.2,kg
797,Chocolatinas chocolate extrafino negro Hacendado,2.0,0.2,kg
798,Chocolate extrafino negro Hacendado,0.75,0.15,kg
799,Chocolate negro Valor 70% chocolate negro,1.88,0.125,kg
800,Chocolate extrafino negro Hacendado con pepitas de cacao tostadas,0.9,0.1,kg
801,Chocolate extrafino negro Hacendado,0.75,0.1,kg
802,Chocolate negro Hacendado almendras enteras,1.29,0.2,kg
803,Chocolate negro Valor puro,2.69,0.3,kg
804,Chocolate negro Valor puro almendras enteras,3.0,0.25,kg
805,Chocolate extrafino negro Hacendado 0% azucares anadidos,1.2,0.125,kg
806,Mini barritas chocolate negro Hacendado con crujiente de semillas y galleta,1.4,1.56,kg
807,Chocolate negro Hacendado mousse,1.3,0.14,kg
808,Chocolate negro Valor puro almendras enteras,2.55,0.15,kg
809,Chocolate negro 55% Hacendado con avellanas enteras,1.35,0.18,kg
810,Chocolatinas Royal Mints chocolate negro,1.5,0.2,kg
811,Chocolate extrafino negro Hacendado fussion relleno sabor menta,0.8,0.1,kg
812,Gotas de chocolate negro para fundir Hacendado,1.5,0.25,kg
813,Chocolate extrafino negro Hacendado almendras enteras,1.7,0.2,kg
814,Chocolatinas chocolate extrafino negro Hacendado,2.3,0.2,kg
815,Chocolate extrafino negro Hacendado con arandanos y sesamo,1.2,0.1,kg
816,Chocolate extrafino negro Hacendado 0% azucares anadidos,1.4,0.1,kg
817,Chocolate negro Hacendado fundir 0% azucares anadidos,1.5,0.2,kg
818,99% cacao extrafino negro Hacendado,1.5,0.1,kg
819,Chocolate con leche Hacendado classic,0.65,0.15,kg
820,Chocolate con leche Nestle,0.9,0.125,kg
821,Chocolate con leche Milka Oreo,0.9,0.1,kg
822,Chocolate con leche Lindt,1.35,0.125,kg
823,Chocolate con leche Milka,1.05,0.15,kg
824,Chocolate extrafino con leche Hacendado almendras enteras,1.35,0.2,kg
825,Chocolate con leche Hacendado,0.4,0.1,kg
826,Chocolate con leche Valor almendras enteras,3.0,0.25,kg
827,Chocolate con leche Hacendado avellanas troceadas,0.9,0.15,kg
828,Chocolate extrafino con leche Hacendado 0% azucares anadidos,1.2,0.125,kg
829,Chocolate con leche Milka caramelo,0.9,0.1,kg
830,Chocolate con leche Hacendado porciones,1.95,0.2,kg
831,Chocolate con leche Valor almendras enteras,2.55,0.15,kg
832,Chocolate con leche Milka galleta,2.65,0.3,kg
833,Chocolate con leche Hacendado almendras troceadas,0.85,0.15,kg
834,Chocolate con leche Hacendado almendra troceada y miel,1.0,0.1,kg
835,Chocolate con leche Hacendado fussion relleno sabor fresa,0.8,0.1,kg
836,Chocolate con leche Hacendado bajo en lactosa,1.35,0.125,kg
837,Fideos de chocolate Hacendado,1.05,0.1,kg
838,Chocolate con leche Hacendado fundir,1.1,0.2,kg
839,Chocolate con leche Bites Cadbury con relleno sabor vainilla y trozos de galleta,1.2,0.11,kg
840,Chocolate con leche Crunchie Rocks Cadbury con copos de maiz y trozos de caramelo,1.2,0.11,kg
841,Chocolate con leche Hacendado cremoso,0.8,0.15,kg
842,Chocolate con leche avellanas Hacendado,1.3,0.18,kg
843,Chocolate con leche Fussion Hacendado relleno cremoso. avellanas y barquillo crujiente,0.8,0.1,kg
844,Chocolates surtidos y caramelos Heroes Cadbury rellenos de chocolate con leche,5.95,0.6,kg
845,Chocolate blanco Hacendado,0.6,0.1,kg
846,Chocolate blanco Hacendado fundir,1.3,0.2,kg
847,Chocolate blanco Hacendado fussion galletas al cacao,0.75,0.1,kg
848,Chocolate blanco Hacendado fussion relleno con cremoso de coco y almendras troceadas,0.8,0.1,kg
849,Barritas de barquillo Huesitos banadas de chocolate con leche,1.69,2.0,kg
850,Barritas de chocolate con leche Hacendado rellenas de leche,1.59,3.2,kg
851,Barritas de barquillo Kit-Kat banadas de chocolate con leche,2.25,1.0375,kg
852,Barritas de barquillo Tokke original,1.0,0.423,kg
853,Barritas de barquillo Kinder Bueno banadas de chocolate con leche,2.39,0.129,kg
854,Disquitos Pintarolas de chocolate con leche coloreados,1.19,0.2,kg
855,Cacahuetes Hacendado chocolate negro,1.75,0.25,kg
856,Cacahuetes Hacendado chocolate con leche,1.75,0.25,kg
857,Barritas de chocolate con leche Kinder rellenas de leche,2.65,3.2,kg
858,Barritas de galleta y caramelo Hacendado banadas de chocolate con leche,1.15,1.0,kg
859,Vasito con crema de cacao Choco Snack Hacendado con palitos de pan,0.98,0.11,kg
860,Cacahuetes Chocoiris Hacendado banados de chocolate con leche coloreados,1.2,0.18,kg
861,Huevos de chocolate Hacendado dibujo,1.45,0.06,kg
862,Almendras Hacendado chocolate negro,1.8,0.15,kg
863,Monedas de chocolate con leche,0.8,0.07,kg
864,Huevos de chocolate Hacendado dibujo,1.45,0.06,kg
865,Mini huevos de chocolate con leche Schoko-Bons Kinder rellenos de leche y avellanas,3.29,0.2,kg
866,Bolas de cereal Hacendado banadas de chocolate negro. con leche y blanco,1.75,0.2,kg
867,Barritas de barquillo Hacendado rellenas de avellanas y chocolate con leche,1.1,0.81,kg
868,Barritas de barquillo Kinder Bueno white banadas de chocolate blanco,2.39,0.117,kg
869,Perlas de chocolate negro Hacendado rellenas de preparado de frutas,2.0,0.15,kg
870,Huevo de chocolate Hacendado,1.0,0.05,kg
871,Nueces Hacendado chocolate con leche,1.75,0.15,kg
872,Huevo crema al cacao,0.9,0.025,kg
873,Bombitas choco Hacendado palomitas banadas al cacao,0.95,0.1,kg
874,Barritas de chocolate blanco Nestle con galleta rellena de caramelo y cereales,0.85,0.27,kg
875,Barritas chocolate con leche Nestle con galleta rellena de caramelo y cereales,0.85,0.27,kg
876,Trufas clasicas al cacao Hacendado,1.4,0.25,kg
877,Calendario de Adviento con chocolatinas Hacendado de chocolate con leche,0.75,0.075,kg
878,Calendario de Adviento con chocolatinas Hacendado de chocolate con leche,1.0,0.075,kg
879,Piruleta de chocolate con leche Hacendado Navidad,1.65,0.05,kg
880,Surtido figuras de chocolate Hacendado,1.45,0.15,kg
881,Figura de chocolate Papa Noel Hacendado,1.0,0.18,kg
882,Surtido bombones Senzza de chocolate con avellana. fondant. praline y almendra,3.0,0.47,kg
